Well,GFP,Strain,Plant,Leaf,GFP_log
B12,758.0,ΔvirD4,3,Bottom,9.566054038171092
C1,743.0,ΔvirD4,4,Top,9.537218400538595
C2,877.0,ΔvirD4,4,Top,9.776433032444734
C3,643.0,ΔvirD4,4,Top,9.328674927327947
C4,701.0,ΔvirD4,4,Top,9.453270634010623
C5,627.0,ΔvirD4,4,Bottom,9.29232163280204
C6,859.0,ΔvirD4,4,Bottom,9.746514321138463
C7,734.0,ΔvirD4,4,Bottom,9.519636252843213
C8,702.0,ΔvirD4,4,Bottom,9.45532722030456
C9,566.0,ΔvirD4,5,Top,9.144658242831882
C10,687.0,ΔvirD4,5,Top,9.4241662888181
C11,737.0,ΔvirD4,5,Top,9.52552080909507
C12,752.0,ΔvirD4,5,Top,9.554588851677638
D1,793.0,ΔvirD4,5,Bottom,9.63117705570398
D2,749.0,ΔvirD4,5,Bottom,9.54882190845875
D3,709.0,ΔvirD4,5,Bottom,9.469641817239516
D4,750.0,ΔvirD4,5,Bottom,9.550746785383243
D5,780.0,ΔvirD4,6,Top,9.60733031374961
D6,715.0,ΔvirD4,6,Top,9.481799431665753
D7,674.0,ΔvirD4,6,Top,9.396604781181859
D8,611.0,ΔvirD4,6,Top,9.25502856981873
D9,656.0,ΔvirD4,6,Bottom,9.357552004618084
D10,848.0,ΔvirD4,6,Bottom,9.727920454563199
D11,842.0,ΔvirD4,6,Bottom,9.717676423066395
D12,774.0,ΔvirD4,6,Bottom,9.59618975614441
E1,732.0,ΔvirD4,7,Top,9.515699838284043
E2,699.0,ΔvirD4,7,Top,9.449148645375436
E3,849.0,ΔvirD4,7,Top,9.729620743553038
E4,935.0,ΔvirD4,7,Top,9.868822554774999
E5,627.0,ΔvirD4,7,Bottom,9.29232163280204
E6,681.0,ΔvirD4,7,Bottom,9.411510988012072
E7,777.0,ΔvirD4,7,Bottom,9.60177078840771
E8,623.0,ΔvirD4,7,Bottom,9.283088353024002
E9,744.0,ΔvirD4,8,Top,9.539158811108031
E10,823.0,ΔvirD4,8,Top,9.684748620421626
E11,749.0,ΔvirD4,8,Top,9.54882190845875
E12,836.0,ΔvirD4,8,Top,9.707359132080883
F1,755.0,ΔvirD4,8,Bottom,9.560332834212442
F2,769.0,ΔvirD4,8,Bottom,9.586839787961827
F3,768.0,ΔvirD4,8,Bottom,9.584962500721156
F4,714.0,ΔvirD4,8,Bottom,9.479780264029099
F5,155930.0,ΔvirD5,1,Top,17.250538995079765
F6,213696.0,ΔvirD5,1,Top,17.705200378063115
F7,238244.0,ΔvirD5,1,Top,17.862080355815497
F8,318025.0,ΔvirD5,1,Top,18.27878065490982
F9,39762.0,ΔvirD5,1,Bottom,15.279102704797587
F10,103738.0,ΔvirD5,1,Bottom,16.662584935313113
F11,125859.0,ΔvirD5,1,Bottom,16.941448859716903
F12,25624.0,ΔvirD5,1,Bottom,14.645208082774683
G1,149913.0,ΔvirD5,2,Top,17.193765969279077
G2,121066.0,ΔvirD5,2,Top,16.88543423196666
G3,123295.0,ΔvirD5,2,Top,16.911754769542796
G4,51153.0,ΔvirD5,2,Top,15.642531232583677
G5,90828.0,ΔvirD5,2,Bottom,16.470849492418612
G6,219516.0,ΔvirD5,2,Bottom,17.74396657264572
G7,56104.0,ΔvirD5,2,Bottom,15.775816012673026
G8,154860.0,ΔvirD5,2,Bottom,17.24060502170249
G9,181969.0,ΔvirD5,3,Top,17.47333317015983
G10,250984.0,ΔvirD5,3,Top,17.93723587105747
G11,179736.0,ΔvirD5,3,Top,17.45551987504757
G12,240461.0,ΔvirD5,3,Top,17.875443398913944
H1,135014.0,ΔvirD5,3,Bottom,17.042749486774806
H2,150578.0,ΔvirD5,3,Bottom,17.20015147678795
H3,131435.0,ΔvirD5,3,Bottom,17.00398997842836
H4,211336.0,ΔvirD5,3,Bottom,17.68917901831931
H5,160456.0,ΔvirD5,4,Top,17.291818212379383
H6,230818.0,ΔvirD5,4,Top,17.81639620924409
H7,194754.0,ΔvirD5,4,Top,17.571293434153286
H8,90038.0,ΔvirD5,4,Top,16.45824639033832
H9,386510.0,ΔvirD5,4,Bottom,18.560146215271995
H10,412744.0,ΔvirD5,4,Bottom,18.654887717478044
H11,135654.0,ΔvirD5,4,Bottom,17.04957206311875
H12,279140.0,ΔvirD5,4,Bottom,18.090629347915506
A1,251491.0,ΔvirD5,5,Top,17.94014724628592
A2,234653.0,ΔvirD5,5,Top,17.840169379539642
A3,256990.0,ΔvirD5,5,Top,17.971352696769987
A4,294870.0,ΔvirD5,5,Top,18.169719524870224
A5,227295.0,ΔvirD5,5,Bottom,17.794206422760876
A6,200349.0,ΔvirD5,5,Bottom,17.612155783313877
A7,230075.0,ΔvirD5,5,Bottom,17.811744702955373
A8,225934.0,ΔvirD5,5,Bottom,17.785541867524618
A9,304242.0,ΔvirD5,6,Top,18.214859802414214
A10,332883.0,ΔvirD5,6,Top,18.344655669811537
A11,87513.0,ΔvirD5,6,Top,16.417209723836567
A12,48976.0,ΔvirD5,6,Top,15.579787329526992
B1,65658.0,ΔvirD5,6,Bottom,16.00268318437921
B2,50919.0,ΔvirD5,6,Bottom,15.635916465929188
B3,51990.0,ΔvirD5,6,Bottom,15.665946534768688
B4,24520.0,ΔvirD5,6,Bottom,14.581671358578143
B5,144235.0,ΔvirD5,7,Top,17.138061765225466
B6,202985.0,ΔvirD5,7,Top,17.631013594826694
B7,199176.0,ΔvirD5,7,Top,17.603684292691334
B8,79629.0,ΔvirD5,7,Top,16.281006319574203
B9,104253.0,ΔvirD5,7,Bottom,16.66972937391346
B10,178288.0,ΔvirD5,7,Bottom,17.443850077438434
B11,205622.0,ΔvirD5,7,Bottom,17.64963510469286
B12,169775.0,ΔvirD5,7,Bottom,17.373264506758744
C1,258339.0,ΔvirD5,8,Top,17.978905929969248
C2,177685.0,ΔvirD5,8,Top,17.438962369990122
C3,265592.0,ΔvirD5,8,Top,18.01885216579729
C4,139012.0,ΔvirD5,8,Top,17.08484990122184
C5,235659.0,ΔvirD5,8,Bottom,17.84634125448486
C6,137295.0,ΔvirD5,8,Bottom,17.06691956090833
C7,188284.0,ΔvirD5,8,Bottom,17.522550882241287
C8,216921.0,ΔvirD5,8,Bottom,17.726810200703397
C9,1811.0,ΔvirE12,1,Top,10.822570830950168
C10,1745.0,ΔvirE12,1,Top,10.769011321097015
C11,1664.0,ΔvirE12,1,Top,10.700439718141093
C12,1562.0,ΔvirE12,1,Top,10.60917873814198
D1,2065.0,ΔvirE12,1,Bottom,11.011926066306808
D2,2275.0,ΔvirE12,1,Bottom,11.151650829973422
D3,1750.0,ΔvirE12,1,Bottom,10.77313920671969
D4,2134.0,ΔvirE12,1,Bottom,11.059344460824425
D5,1757.0,ΔvirE12,2,Top,10.778898476008376
D6,2153.0,ΔvirE12,2,Top,11.072132604167233
D7,1821.0,ΔvirE12,2,Top,10.830515206976838
D8,1841.0,ΔvirE12,2,Top,10.846273911349906
D9,1595.0,ΔvirE12,2,Bottom,10.639340708652231
D10,1849.0,ΔvirE12,2,Bottom,10.852529509404196
D11,1348.0,ΔvirE12,2,Bottom,10.396604781181859
D12,1336.0,ΔvirE12,2,Bottom,10.383704292474052
E1,2309.0,ΔvirE12,3,Top,11.173052457774116
E2,2093.0,ΔvirE12,3,Top,11.031356596255709
E3,2285.0,ΔvirE12,3,Top,11.157978449945432
E4,2064.0,ΔvirE12,3,Top,11.011227255423254
E5,2014.0,ΔvirE12,3,Bottom,10.975847968006784
E6,1774.0,ΔvirE12,3,Bottom,10.792790294301064
E7,1480.0,ΔvirE12,3,Bottom,10.531381460516313
E8,1925.0,ΔvirE12,3,Bottom,10.910642730469625
E9,2149.0,ΔvirE12,4,Top,11.069449767427784
E10,2476.0,ΔvirE12,4,Top,11.273795599214264
E11,2042.0,ΔvirE12,4,Top,10.995767150877802
E12,2200.0,ΔvirE12,4,Top,11.103287808412022
F1,2246.0,ΔvirE12,4,Bottom,11.133142212400601
F2,2100.0,ΔvirE12,4,Bottom,11.036173612553485
F3,2208.0,ΔvirE12,4,Bottom,11.108524456778168
F4,2305.0,ΔvirE12,4,Bottom,11.1705510353167
F5,1899.0,ΔvirE12,5,Top,10.891024190149498
F6,1976.0,ΔvirE12,5,Top,10.948367231584678
F7,2567.0,ΔvirE12,5,Top,11.325867580575418
F8,2757.0,ΔvirE12,5,Top,11.428883552010191
F9,989.0,ΔvirE12,5,Bottom,9.94982671075911
F10,1913.0,ΔvirE12,5,Bottom,10.901621158346112
F11,1450.0,ΔvirE12,5,Bottom,10.501837184902296
F12,1305.0,ΔvirE12,5,Bottom,10.349834091457247
G1,1855.0,ΔvirE12,6,Top,10.857203471508166
G2,1872.0,ΔvirE12,6,Top,10.870364719583405
G3,2213.0,ΔvirE12,6,Top,11.11178773580101
G4,1842.0,ΔvirE12,6,Top,10.847057346091336
G5,1300.0,ΔvirE12,6,Bottom,10.344295907915816
G6,1329.0,ΔvirE12,6,Bottom,10.376125389276174
G7,2177.0,ΔvirE12,6,Bottom,11.088125692188207
G8,1780.0,ΔvirE12,6,Bottom,10.79766152585376
G9,2457.0,ΔvirE12,7,Top,11.262682142362165
G10,2018.0,ΔvirE12,7,Top,10.978710459106358
G11,2084.0,ΔvirE12,7,Top,11.025139562278508
G12,2319.0,ΔvirE12,7,Top,11.179287104646004
H1,1485.0,ΔvirE12,7,Bottom,10.536247215688128
H2,1299.0,ΔvirE12,7,Bottom,10.34318571544788
H3,1496.0,ΔvirE12,7,Bottom,10.546894459887637
H4,1069.0,ΔvirE12,7,Bottom,10.06204613772049
H5,1366.0,ΔvirE12,8,Top,10.41574176829009
H6,3094.0,ΔvirE12,8,Top,11.595257481449035
H7,2474.0,ΔvirE12,8,Top,11.27262978497637
H8,2719.0,ΔvirE12,8,Top,11.40886043602476
H9,941.0,ΔvirE12,8,Bottom,9.878050912728536
H10,2114.0,ΔvirE12,8,Bottom,11.045759661382682
H11,2292.0,ΔvirE12,8,Bottom,11.162391328756906
H12,3386.0,ΔvirE12,8,Bottom,11.725366257895642
A1,363417.0,ΔvirE3,1,Top,18.47126638229186
A2,352709.0,ΔvirE3,1,Top,18.42811886361098
A3,294046.0,ΔvirE3,1,Top,18.16568233963683
A4,251351.0,ΔvirE3,1,Top,17.939343903243998
A5,362302.0,ΔvirE3,1,Bottom,18.46683324429679
A6,186630.0,ΔvirE3,1,Bottom,17.509821386523758
A7,205210.0,ΔvirE3,1,Bottom,17.646741510444578
A8,225850.0,ΔvirE3,1,Bottom,17.78500538821224
A9,350186.0,ΔvirE3,2,Top,18.417761882210833
A10,386860.0,ΔvirE3,2,Top,18.56145204119952
A11,387580.0,ΔvirE3,2,Top,18.564134600800568
A12,442930.0,ΔvirE3,2,Top,18.756719189848052
B1,397760.0,ΔvirE3,2,Bottom,18.601538675939846
B2,298987.0,ΔvirE3,2,Bottom,18.189723231625205
B3,284310.0,ΔvirE3,2,Bottom,18.117105318076547
B4,424317.0,ΔvirE3,2,Bottom,18.69478295491411
B5,292508.0,ΔvirE3,3,Top,18.15811655691917
B6,283078.0,ΔvirE3,3,Top,18.110840105968673
B7,408391.0,ΔvirE3,3,Top,18.63959154731649
B8,492989.0,ΔvirE3,3,Top,18.911195930730674
B9,288993.0,ΔvirE3,3,Bottom,18.14067502256902
B10,342184.0,ΔvirE3,3,Bottom,18.38441277762968
B11,302038.0,ΔvirE3,3,Bottom,18.204370543731375
B12,316135.0,ΔvirE3,3,Bottom,18.27018124245733
C1,489155.0,ΔvirE3,4,Top,18.899932163128405
C2,424758.0,ΔvirE3,4,Top,18.696281594186832
C3,462017.0,ΔvirE3,4,Top,18.817586411282633
C4,464900.0,ΔvirE3,4,Top,18.82656090029369
C5,217984.0,ΔvirE3,4,Bottom,17.73386271967854
C6,217896.0,ΔvirE3,4,Bottom,17.73328018703046
C7,236427.0,ΔvirE3,4,Bottom,17.85103527535756
C8,298826.0,ΔvirE3,4,Bottom,18.188946152815614
C9,390660.0,ΔvirE3,5,Top,18.575554018783816
C10,414672.0,ΔvirE3,5,Top,18.661611109515434
C11,338069.0,ΔvirE3,5,Top,18.366958205555065
C12,441457.0,ΔvirE3,5,Top,18.75191339383274
D1,296788.0,ΔvirE3,5,Bottom,18.17907323522814
D2,406123.0,ΔvirE3,5,Bottom,18.631557208289358
D3,324221.0,ΔvirE3,5,Bottom,18.306618012592306
D4,464246.0,ΔvirE3,5,Bottom,18.82452995421512
D5,172123.0,ΔvirE3,6,Top,17.39308036535859
D6,322919.0,ΔvirE3,6,Top,18.300812803587363
D7,373338.0,ΔvirE3,6,Top,18.5101228344612
D8,477521.0,ΔvirE3,6,Top,18.86520465455833
D9,202198.0,ΔvirE3,6,Bottom,17.625409201626542
D10,209409.0,ΔvirE3,6,Bottom,17.675963922323223
D11,297333.0,ΔvirE3,6,Bottom,18.181720066489206
D12,211938.0,ΔvirE3,6,Bottom,17.69328275726956
E1,451883.0,ΔvirE3,7,Top,18.785589757763443
E2,246576.0,ΔvirE3,7,Top,17.911672859068116
E3,205202.0,ΔvirE3,7,Top,17.646685266668428
E4,464526.0,ΔvirE3,7,Top,18.82539982243614
E5,193944.0,ΔvirE3,7,Bottom,17.565280618678702
E6,291750.0,ΔvirE3,7,Bottom,18.154373130369436
E7,154154.0,ΔvirE3,7,Bottom,17.234012799530895
E8,323944.0,ΔvirE3,7,Bottom,18.30538491129663
E9,115342.0,ΔvirE3,8,Top,16.815558418114637
E10,141687.0,ΔvirE3,8,Top,17.112347869277734
E11,190731.0,ΔvirE3,8,Top,17.54117982208095
E12,116576.0,ΔvirE3,8,Top,16.830911279742782
F1,225772.0,ΔvirE3,8,Bottom,17.784507050158258
F2,231706.0,ΔvirE3,8,Bottom,17.821935877544032
F3,167757.0,ΔvirE3,8,Bottom,17.356013441485732
F4,224378.0,ΔvirE3,8,Bottom,17.775571702759414
F5,473062.0,ΔvirF,1,Top,18.851669751512613
F6,286251.0,ΔvirF,1,Top,18.126921207620267
F7,372531.0,ΔvirF,1,Top,18.507000958227426
F8,276850.0,ΔvirF,1,Top,18.078744996305122
F9,359681.0,ΔvirF,1,Bottom,18.456358426154317
F10,339051.0,ΔvirF,1,Bottom,18.371142774090625
F11,498494.0,ΔvirF,1,Bottom,18.92721661452199
F12,306531.0,ΔvirF,1,Bottom,18.22567345792777
G1,549815.0,ΔvirF,2,Top,19.06858674129207
G2,617266.0,ΔvirF,2,Top,19.23553280203247
G3,550870.0,ΔvirF,2,Top,19.071352371302915
G4,734577.0,ΔvirF,2,Top,19.486554199657746
G5,561800.0,ΔvirF,2,Bottom,19.099697098901125
G6,618994.0,ΔvirF,2,Bottom,19.239565899688632
G7,402837.0,ΔvirF,2,Bottom,18.619836673335165
G8,537344.0,ΔvirF,2,Bottom,19.035486451292154
G9,507562.0,ΔvirF,3,Top,18.953224536398107
G10,494870.0,ΔvirF,3,Top,18.916690060260468
G11,446155.0,ΔvirF,3,Top,18.767185482526333
G12,527399.0,ΔvirF,3,Top,19.008535310151213
H1,450310.0,ΔvirF,3,Bottom,18.780558990291606
H2,560225.0,ΔvirF,3,Bottom,19.095646839447337
H3,511361.0,ΔvirF,3,Bottom,18.963982609102946
H4,482541.0,ΔvirF,3,Bottom,18.88029200331222
H5,473768.0,ΔvirF,4,Top,18.853821231477617
H6,619954.0,ΔvirF,4,Top,19.241801647301013
H7,271515.0,ΔvirF,4,Top,18.05067237717302
H8,489914.0,ΔvirF,4,Top,18.902168993740737
H9,322699.0,ΔvirF,4,Bottom,18.29982958155427
H10,169993.0,ΔvirF,4,Bottom,17.37511581448679
H11,219685.0,ΔvirF,4,Bottom,17.74507684094631
H12,171817.0,ΔvirF,4,Bottom,17.390513261799875
A1,471605.0,ΔvirF,5,Top,18.847219488422354
A2,532193.0,ΔvirF,5,Top,19.021590008976386
A3,397677.0,ΔvirF,5,Top,18.601237599452762
A4,593633.0,ΔvirF,5,Top,19.17921176789997
A5,346175.0,ΔvirF,5,Bottom,18.401142014628526
A6,347534.0,ΔvirF,5,Bottom,18.40679460114173
A7,249853.0,ΔvirF,5,Bottom,17.930720015140746
A8,330769.0,ΔvirF,5,Bottom,18.335464504466042
A9,435961.0,ΔvirF,6,Top,18.733839555257386
A10,717255.0,ΔvirF,6,Top,19.4521265945239
A11,504583.0,ΔvirF,6,Top,18.944732075462
A12,650625.0,ΔvirF,6,Top,19.311466732848867
B1,289144.0,ΔvirF,6,Bottom,18.141428639639464
B2,199147.0,ΔvirF,6,Bottom,17.603474221185248
B3,283597.0,ΔvirF,6,Bottom,18.113482745702484
B4,293147.0,ΔvirF,6,Bottom,18.161264767032467
B5,350886.0,ΔvirF,7,Top,18.420642861237873
B6,530462.0,ΔvirF,7,Top,19.016889880854652
B7,286192.0,ΔvirF,7,Top,18.126623819032357
B8,676445.0,ΔvirF,7,Top,19.36761311159064
B9,372180.0,ΔvirF,7,Bottom,18.505641005180273
B10,419144.0,ΔvirF,7,Bottom,18.67708645200132
B11,213825.0,ΔvirF,7,Bottom,17.706071014433835
B12,264946.0,ΔvirF,7,Bottom,18.01533882101517
C1,331137.0,ΔvirF,8,Top,18.337068695483346
C2,308763.0,ΔvirF,8,Top,18.236140354909672
C3,331487.0,ΔvirF,8,Top,18.338592767389194
C4,371422.0,ΔvirF,8,Top,18.502699745689934
C5,369687.0,ΔvirF,8,Bottom,18.49594478665202
C6,261221.0,ΔvirF,8,Bottom,17.9949113566888
C7,166130.0,ΔvirF,8,Bottom,17.34195309525746
C8,329915.0,ΔvirF,8,Bottom,18.33173484777358
C9,335210.0,ΔvirH1,1,Top,18.354705662660276
C10,97498.0,ΔvirH1,1,Top,16.57308500436374
C11,211991.0,ΔvirH1,1,Top,17.693643491437623
C12,361692.0,ΔvirH1,1,Top,18.464402162870183
D1,82476.0,ΔvirH1,1,Bottom,16.33168674474699
D2,43199.0,ΔvirH1,1,Bottom,15.398710295833123
D3,63794.0,ΔvirH1,1,Bottom,15.961133120509801
D4,268285.0,ΔvirH1,1,Bottom,18.033406869212033
D5,138467.0,ΔvirH1,2,Top,17.079182662920132
D6,254542.0,ΔvirH1,2,Top,17.957544198291558
D7,368442.0,ΔvirH1,2,Top,18.491078003124397
D8,163965.0,ΔvirH1,2,Top,17.323028364186804
D9,136712.0,ΔvirH1,2,Bottom,17.060780356595608
D10,63518.0,ΔvirH1,2,Bottom,15.95487786640835
D11,48659.0,ΔvirH1,2,Bottom,15.570419051041053
D12,24754.0,ΔvirH1,2,Bottom,14.595374048737176
E1,286090.0,ΔvirH1,3,Top,18.126109544965626
E2,316967.0,ΔvirH1,3,Top,18.27397312106462
E3,343963.0,ΔvirH1,3,Top,18.39189385742398
E4,161896.0,ΔvirH1,3,Top,17.304707815534652
E5,76716.0,ΔvirH1,3,Bottom,16.227239879225017
E6,182448.0,ΔvirH1,3,Bottom,17.47712581058312
E7,179686.0,ΔvirH1,3,Bottom,17.45511848196362
E8,114585.0,ΔvirH1,3,Bottom,16.806058671742843
E9,148098.0,ΔvirH1,4,Top,17.176192632217084
E10,145736.0,ΔvirH1,4,Top,17.15299777329531
E11,187588.0,ΔvirH1,4,Top,17.51720801607361
E12,64770.0,ΔvirH1,4,Top,15.983038123631024
F1,211890.0,ΔvirH1,4,Bottom,17.69295597677248
F2,147201.0,ΔvirH1,4,Bottom,17.167427946715843
F3,220962.0,ΔvirH1,4,Bottom,17.75343875751355
F4,100503.0,ΔvirH1,4,Bottom,16.61687904072187
F5,269221.0,ΔvirH1,5,Top,18.038431423070843
F6,240418.0,ΔvirH1,5,Top,17.87518538853327
F7,438384.0,ΔvirH1,5,Top,18.741835618670724
F8,145529.0,ΔvirH1,5,Top,17.15094714638344
F9,12114.0,ΔvirH1,5,Bottom,13.564387696052629
F10,77121.0,ΔvirH1,5,Bottom,16.23483613814128
F11,99395.0,ΔvirH1,5,Bottom,16.600885659338662
F12,93454.0,ΔvirH1,5,Bottom,16.511968794795024
G1,71845.0,ΔvirH1,6,Top,16.13260013642403
G2,170006.0,ΔvirH1,6,Top,17.37522613854975
G3,192279.0,ΔvirH1,6,Top,17.55284167991109
G4,92539.0,ΔvirH1,6,Top,16.497773888406883
G5,125140.0,ΔvirH1,6,Bottom,16.9331834835867
G6,361435.0,ΔvirH1,6,Bottom,18.463376692541683
G7,236169.0,ΔvirH1,6,Bottom,17.849460080656264
G8,210573.0,ΔvirH1,6,Bottom,17.683960938040283
G9,105281.0,ΔvirH1,7,Top,16.683885571967867
G10,124920.0,ΔvirH1,7,Top,16.930644948907936
G11,86539.0,ΔvirH1,7,Top,16.40106282936661
G12,112515.0,ΔvirH1,7,Top,16.779757822395094
H1,220962.0,ΔvirH1,7,Bottom,17.75343875751355
H2,223518.0,ΔvirH1,7,Bottom,17.77003149137149
H3,131043.0,ΔvirH1,7,Bottom,16.99968076488292
H4,143261.0,ΔvirH1,7,Bottom,17.128286392031036
H5,115896.0,ΔvirH1,8,Top,16.822471248893812
H6,194747.0,ΔvirH1,8,Top,17.57124157875221
H7,270876.0,ΔvirH1,8,Top,18.047273048800534
H8,96312.0,ΔvirH1,8,Top,16.55542794150115
H9,131218.0,ΔvirH1,8,Bottom,17.001606111538557
H10,123300.0,ΔvirH1,8,Bottom,16.911813274177565
H11,227396.0,ΔvirH1,8,Bottom,17.794847351222298
H12,173706.0,ΔvirH1,8,Bottom,17.406288061650038
A1,349713.0,ΔvirH2,1,Top,18.4158119012615
A2,202005.0,ΔvirH2,1,Top,17.624031477245218
A3,349331.0,ΔvirH2,1,Top,18.414235149124362
A4,428540.0,ΔvirH2,1,Top,18.709070346471957
A5,208580.0,ΔvirH2,1,Bottom,17.670241303990927
A6,287896.0,ΔvirH2,1,Bottom,18.13518821880793
A7,258304.0,ΔvirH2,1,Bottom,17.978710459106356
A8,181906.0,ΔvirH2,1,Bottom,17.472833604163352
A9,383393.0,ΔvirH2,2,Top,18.54846447091737
A10,438899.0,ΔvirH2,2,Top,18.743529457560584
A11,354272.0,ΔvirH2,2,Top,18.43449792053815
A12,418957.0,ΔvirH2,2,Top,18.67644265375475
B1,167894.0,ΔvirH2,2,Bottom,17.357191148279856
B2,168111.0,ΔvirH2,2,Bottom,17.359054601903452
B3,137705.0,ΔvirH2,2,Bottom,17.071221418399478
B4,71808.0,ΔvirH2,2,Bottom,16.131856960608793
B5,552626.0,ΔvirH2,3,Top,19.075943914235896
B6,123958.0,ΔvirH2,3,Top,16.919491857502308
B7,459672.0,ΔvirH2,3,Top,18.81024526438656
B8,109847.0,ΔvirH2,3,Top,16.745135943704387
B9,405162.0,ΔvirH2,3,Bottom,18.628139345065595
B10,374670.0,ΔvirH2,3,Bottom,18.515260939469893
B11,335758.0,ΔvirH2,3,Bottom,18.357062249138902
B12,391262.0,ΔvirH2,3,Bottom,18.577775474597093
C1,312453.0,ΔvirH2,4,Top,18.253279666558754
C2,399473.0,ΔvirH2,4,Top,18.60773847050004
C3,438463.0,ΔvirH2,4,Top,18.742095579435915
C4,414118.0,ΔvirH2,4,Top,18.65968238650552
C5,278128.0,ΔvirH2,4,Bottom,18.085389466973655
C6,271701.0,ΔvirH2,4,Bottom,18.0516603498693
C7,234640.0,ΔvirH2,4,Bottom,17.840089450644317
C8,313141.0,ΔvirH2,4,Bottom,18.25645288941029
C9,232367.0,ΔvirH2,5,Top,17.82604567090377
C10,245322.0,ΔvirH2,5,Top,17.90431709222021
C11,208027.0,ΔvirH2,5,Top,17.66641126356346
C12,194774.0,ΔvirH2,5,Top,17.57144158217265
D1,317842.0,ΔvirH2,5,Bottom,18.277950251068223
D2,95631.0,ΔvirH2,5,Bottom,16.545190741444095
D3,198326.0,ΔvirH2,5,Bottom,17.597514297803983
D4,119333.0,ΔvirH2,5,Bottom,16.864633531325143
D5,331856.0,ΔvirH2,6,Top,18.340197833018888
D6,341742.0,ΔvirH2,6,Top,18.38254803993335
D7,259308.0,ΔvirH2,6,Top,17.984307190393885
D8,315806.0,ΔvirH2,6,Top,18.268679055666677
D9,58210.0,ΔvirH2,6,Bottom,15.828979397135278
D10,343921.0,ΔvirH2,6,Bottom,18.391717684721048
D11,184871.0,ΔvirH2,6,Bottom,17.496159406926303
D12,478152.0,ΔvirH2,6,Bottom,18.867109784666827
E1,469909.0,ΔvirH2,7,Top,18.842021873865615
E2,422939.0,ΔvirH2,7,Top,18.690090074558455
E3,347471.0,ΔvirH2,7,Top,18.406533049677137
E4,291104.0,ΔvirH2,7,Top,18.151175137808572
E5,64183.0,ΔvirH2,7,Bottom,15.969903604257528
E6,189803.0,ΔvirH2,7,Bottom,17.534143270014578
E7,93404.0,ΔvirH2,7,Bottom,16.511196713816247
E8,257173.0,ΔvirH2,7,Bottom,17.972379659828906
E9,390129.0,ΔvirH2,8,Top,18.57359171863661
E10,622127.0,ΔvirH2,8,Top,19.246849594290392
E11,388538.0,ΔvirH2,8,Top,18.56769617919742
E12,357998.0,ΔvirH2,8,Top,18.449592002154997
F1,317134.0,ΔvirH2,8,Bottom,18.27473303179619
F2,322968.0,ΔvirH2,8,Bottom,18.301031702735788
F3,314625.0,ΔvirH2,8,Bottom,18.263273785823067
F4,273529.0,ΔvirH2,8,Bottom,18.061334272493884
F5,380332.0,ΔvirK,1,Top,18.53689980256942
F6,375235.0,ΔvirK,1,Top,18.51743487577473
F7,531918.0,ΔvirK,1,Top,19.0208443327357
F8,401243.0,ΔvirK,1,Top,18.614116697940595
F9,397646.0,ΔvirK,1,Bottom,18.601125133080508
F10,287123.0,ΔvirK,1,Bottom,18.131309376757883
F11,302015.0,ΔvirK,1,Bottom,18.20426067924612
F12,355664.0,ΔvirK,1,Bottom,18.440155427892257
G1,470101.0,ΔvirK,2,Top,18.842611223876155
G2,305031.0,ΔvirK,2,Top,18.218596344238847
G3,570796.0,ΔvirK,2,Top,19.122615699228792
G4,292235.0,ΔvirK,2,Top,18.156769449643736
G5,379839.0,ΔvirK,2,Bottom,18.535028516359144
G6,345028.0,ΔvirK,2,Bottom,18.39635391986964
G7,361897.0,ΔvirK,2,Bottom,18.465219622757758
G8,323665.0,ΔvirK,2,Bottom,18.304141840427295
G9,203932.0,ΔvirK,3,Top,17.63772864811908
G10,244204.0,ΔvirK,3,Top,17.89772730593699
G11,307289.0,ΔvirK,3,Top,18.229236598251877
G12,401015.0,ΔvirK,3,Top,18.61329667625635
H1,286191.0,ΔvirK,3,Bottom,18.126618778019466
H2,216239.0,ΔvirK,3,Bottom,17.722267219675956
H3,225753.0,ΔvirK,3,Bottom,17.78438563404268
H4,128383.0,ΔvirK,3,Bottom,16.970094653225438
H5,323482.0,ΔvirK,4,Top,18.30332591081773
H6,343313.0,ΔvirK,4,Top,18.38916496231874
H7,277341.0,ΔvirK,4,Top,18.081301383725418
H8,326446.0,ΔvirK,4,Top,18.316484838412695
H9,348392.0,ΔvirK,4,Bottom,18.410351970667396
H10,397588.0,ΔvirK,4,Bottom,18.600914688576072
H11,213924.0,ΔvirK,4,Bottom,17.70673882107557
H12,318991.0,ΔvirK,4,Bottom,18.28315619485788
A1,414565.0,ΔvirK,5,Top,18.661238795279015
A2,418611.0,ΔvirK,5,Top,18.675250696773247
A3,438834.0,ΔvirK,5,Top,18.743315781698268
A4,291976.0,ΔvirK,5,Top,18.15549026099419
A5,372034.0,ΔvirK,5,Bottom,18.50507494896883
A6,431427.0,ΔvirK,5,Bottom,18.718756941957867
A7,412636.0,ΔvirK,5,Bottom,18.65451016758513
A8,313362.0,ΔvirK,5,Bottom,18.257470715716824
A9,333843.0,ΔvirK,6,Top,18.34881026464176
A10,382832.0,ΔvirK,6,Top,18.546351900686542
A11,437107.0,ΔvirK,6,Top,18.737626956619927
A12,344304.0,ΔvirK,6,Top,18.39332341615394
B1,190258.0,ΔvirK,6,Bottom,17.537597592121863
