Well,GFP,Strain,Plant,Leaf,Promoter,GFP_log
D6,233478,ΔvirC12,6,Top,J23117,17.832927089527182
D7,470641,ΔvirC12,6,Top,J23117,18.84426748118718
D8,372092,ΔvirC12,6,Top,J23117,18.505299847205258
D9,305945,ΔvirC12,6,Bottom,J23117,18.222912796115942
D10,339140,ΔvirC12,6,Bottom,J23117,18.371521428066796
D11,423140,ΔvirC12,6,Bottom,J23117,18.690775546502977
D12,414063,ΔvirC12,6,Bottom,J23117,18.659490766008634
E1,597997,ΔvirC12,7,Top,J23117,19.1897787212415
E2,627741,ΔvirC12,7,Top,J23117,19.259809913985446
E3,373978,ΔvirC12,7,Top,J23117,18.512593877639443
E4,538671,ΔvirC12,7,Top,J23117,19.03904487248486
E5,518507,ΔvirC12,7,Bottom,J23117,18.9840039404225
E6,461746,ΔvirC12,7,Bottom,J23117,18.81673993796145
E7,556603,ΔvirC12,7,Bottom,J23117,19.08628915901984
E8,408180,ΔvirC12,7,Bottom,J23117,18.63884596938045
E9,465536,ΔvirC12,8,Top,J23117,18.828533210455618
E10,341941,ΔvirC12,8,Top,J23117,18.383387892090695
E11,416309,ΔvirC12,8,Top,J23117,18.667295222237588
E12,364287,ΔvirC12,8,Top,J23117,18.47471598620657
F1,364414,ΔvirC12,8,Bottom,J23117,18.475218859873678
F2,372181,ΔvirC12,8,Bottom,J23117,18.505644881511895
F3,456083,ΔvirC12,8,Bottom,J23117,18.798936870739087
F4,289572,ΔvirC12,8,Bottom,J23117,18.143562583024746
F5,613240,ΔvirC12,1,Top,J23101,19.22609227762974
F6,354937,ΔvirC12,1,Top,J23101,18.43720344876287
F7,389429,ΔvirC12,1,Top,J23101,18.571000797114294
F8,453451,ΔvirC12,1,Top,J23101,18.79058713571682
F9,465300,ΔvirC12,1,Bottom,J23101,18.82780166153197
F10,402056,ΔvirC12,1,Bottom,J23101,18.617036934287743
F11,326734,ΔvirC12,1,Bottom,J23101,18.317757064135165
F12,172836,ΔvirC12,1,Bottom,J23101,17.39904422210091
G1,466672,ΔvirC12,2,Top,J23101,18.83204938362237
G2,215427,ΔvirC12,2,Top,J23101,17.7168395521972
G3,387571,ΔvirC12,2,Top,J23101,18.564101099572117
G4,211254,ΔvirC12,2,Top,J23101,17.688619132875562
G5,464488,ΔvirC12,2,Bottom,J23101,18.82528179964728
G6,302411,ΔvirC12,2,Bottom,J23101,18.206151092027618
G7,333530,ΔvirC12,2,Bottom,J23101,18.347457007674794
G8,290074,ΔvirC12,2,Bottom,J23101,18.14606146369189
G9,418827,ΔvirC12,3,Top,J23101,18.67599492413275
G10,463566,ΔvirC12,3,Top,J23101,18.822415230966314
G11,273617,ΔvirC12,3,Top,J23101,18.06179834301507
G12,458572,ΔvirC12,3,Top,J23101,18.806788742363857
H1,708631,ΔvirC12,3,Bottom,J23101,19.43467505387555
H2,638289,ΔvirC12,3,Bottom,J23101,19.283850259654614
H3,442684,ΔvirC12,3,Bottom,J23101,18.755917705252763
H4,559198,ΔvirC12,3,Bottom,J23101,19.092999675287427
H5,712477,ΔvirC12,4,Top,J23101,19.442483916641525
H6,441834,ΔvirC12,4,Top,J23101,18.753144915637993
H7,750712,ΔvirC12,4,Top,J23101,19.51790001884588
H8,490489,ΔvirC12,4,Top,J23101,18.903861256501305
H9,524742,ΔvirC12,4,Bottom,J23101,19.00124874138863
H10,373747,ΔvirC12,4,Bottom,J23101,18.511702473540215
H11,362534,ΔvirC12,4,Bottom,J23101,18.467756778064196
H12,470497,ΔvirC12,4,Bottom,J23101,18.843825998455618
A1,567082,ΔvirC12,5,Top,J23101,19.113197838245913
A2,371180,ΔvirC12,5,Top,J23101,18.501759451394324
A3,449350,ΔvirC12,5,Top,J23101,18.777480076557705
A4,545878,ΔvirC12,5,Top,J23101,19.058219029131564
A5,308893,ΔvirC12,5,Bottom,J23101,18.236747652039742
A6,357525,ΔvirC12,5,Bottom,J23101,18.447684600565555
A7,378938,ΔvirC12,5,Bottom,J23101,18.531602295367254
A8,409831,ΔvirC12,5,Bottom,J23101,18.644669589715107
A9,325662,ΔvirC12,6,Top,J23101,18.31301586254669
A10,418873,ΔvirC12,6,Top,J23101,18.676153367422582
A11,300340,ΔvirC12,6,Top,J23101,18.196237103706277
A12,445021,ΔvirC12,6,Top,J23101,18.763513891147348
B1,369496,ΔvirC12,6,Bottom,J23101,18.49519922091541
B2,481503,ΔvirC12,6,Bottom,J23101,18.87718526123169
B3,339080,ΔvirC12,6,Bottom,J23101,18.371266166639295
B4,391297,ΔvirC12,6,Bottom,J23101,18.57790452384824
B5,434529,ΔvirC12,7,Top,J23101,18.729092938611213
B6,339812,ΔvirC12,7,Top,J23101,18.37437727467762
B7,255400,ΔvirC12,7,Top,J23101,17.962398999477447
B8,484070,ΔvirC12,7,Top,J23101,18.884856161090955
B9,298460,ΔvirC12,7,Bottom,J23101,18.18717806700394
B10,274003,ΔvirC12,7,Bottom,J23101,18.063832163467247
B11,380522,ΔvirC12,7,Bottom,J23101,18.537620340447823
B12,282753,ΔvirC12,7,Bottom,J23101,18.10918280567989
C1,395137,ΔvirC12,8,Top,J23101,18.591993418745915
C2,283554,ΔvirC12,8,Top,J23101,18.11326398249171
C3,413740,ΔvirC12,8,Top,J23101,18.658364917172968
C4,523908,ΔvirC12,8,Top,J23101,18.998953966358286
C5,411500,ΔvirC12,8,Bottom,J23101,18.65053290508371
C6,394623,ΔvirC12,8,Bottom,J23101,18.590115518230014
C7,304418,ΔvirC12,8,Bottom,J23101,18.2156941412381
C8,300094,ΔvirC12,8,Bottom,J23101,18.195054948798607
C9,98228,ΔvirC12,1,Top,J23100,16.583846704529464
C10,54348,ΔvirC12,1,Top,J23100,15.729939324771268
C11,46033,ΔvirC12,1,Top,J23100,15.490380846532009
C12,91092,ΔvirC12,1,Top,J23100,16.47503673690146
D1,177986,ΔvirC12,1,Bottom,J23100,17.441404240769458
D2,148527,ΔvirC12,1,Bottom,J23100,17.180365689808795
D3,199037,ΔvirC12,1,Bottom,J23100,17.602677120053436
D4,156822,ΔvirC12,1,Bottom,J23100,17.258768438638015
D5,183803,ΔvirC12,2,Top,J23100,17.48780078866877
D6,114041,ΔvirC12,2,Top,J23100,16.799193069550636
D7,164347,ΔvirC12,2,Top,J23100,17.326385596053544
D8,111252,ΔvirC12,2,Top,J23100,16.76347174637334
D9,130118,ΔvirC12,2,Bottom,J23100,16.989461026918836
D10,156048,ΔvirC12,2,Bottom,J23100,17.251630341411513
D11,115147,ΔvirC12,2,Bottom,J23100,16.813117298581002
D12,244609,ΔvirC12,2,Bottom,J23100,17.90011796095337
E1,291265,ΔvirC12,3,Top,J23100,18.15197282418096
E2,236980,ΔvirC12,3,Top,J23100,17.854405782006125
E3,239086,ΔvirC12,3,Top,J23100,17.867170128024984
E4,245062,ΔvirC12,3,Top,J23100,17.90278726765098
E5,270940,ΔvirC12,3,Bottom,J23100,18.047613874774836
E6,180353,ΔvirC12,3,Bottom,J23100,17.460463895616776
E7,259775,ΔvirC12,3,Bottom,J23100,17.986903071075275
E8,292193,ΔvirC12,3,Bottom,J23100,18.156562090681394
E9,147551,ΔvirC12,4,Top,J23100,17.170854172842464
E10,169298,ΔvirC12,4,Top,J23100,17.369205404509557
E11,130153,ΔvirC12,4,Top,J23100,16.989849040387377
E12,197743,ΔvirC12,4,Top,J23100,17.59326709937998
F1,221936,ΔvirC12,4,Bottom,J23100,17.759784178965518
F2,197594,ΔvirC12,4,Bottom,J23100,17.592179614164728
F3,120468,ΔvirC12,4,Bottom,J23100,16.878290447677514
F4,112598,ΔvirC12,4,Bottom,J23100,16.780821676493435
F5,178917,ΔvirC12,5,Top,J23100,17.448930947631464
F6,187856,ΔvirC12,5,Top,J23100,17.51926766990549
F7,174725,ΔvirC12,5,Top,J23100,17.41472652113226
F8,186106,ΔvirC12,5,Top,J23100,17.505765042626503
F9,108340,ΔvirC12,5,Bottom,J23100,16.725206470358415
F10,124048,ΔvirC12,5,Bottom,J23100,16.920538949583786
F11,98260,ΔvirC12,5,Bottom,J23100,16.58431661863838
F12,152808,ΔvirC12,5,Bottom,J23100,17.22136054960499
G1,275478,ΔvirC12,6,Top,J23100,18.07157758249555
G2,190934,ΔvirC12,6,Top,J23100,17.54271450365205
G3,180252,ΔvirC12,6,Top,J23100,17.459655741526067
G4,196931,ΔvirC12,6,Top,J23100,17.587330706173955
G5,213264,ΔvirC12,6,Bottom,J23100,17.70228092673116
G6,128311,ΔvirC12,6,Bottom,J23100,16.96928533126491
G7,142453,ΔvirC12,6,Bottom,J23100,17.12012647896659
G8,132185,ΔvirC12,6,Bottom,J23100,17.012198947398787
G9,118569,ΔvirC12,7,Top,J23100,16.85536733936062
G10,114399,ΔvirC12,7,Top,J23100,16.803714915527358
G11,110884,ΔvirC12,7,Top,J23100,16.758691681361476
G12,107210,ΔvirC12,7,Top,J23100,16.710079953717123
H1,266038,ΔvirC12,7,Bottom,J23100,18.021272804734856
H2,244216,ΔvirC12,7,Bottom,J23100,17.89779819713921
H3,309832,ΔvirC12,7,Bottom,J23100,18.2411266303692
H4,218815,ΔvirC12,7,Bottom,J23100,17.739352114230257
H5,189492,ΔvirC12,8,Top,J23100,17.531777416216002
H6,186699,ΔvirC12,8,Top,J23100,17.51035467463668
H7,171699,ΔvirC12,8,Top,J23100,17.389522111335147
H8,180794,ΔvirC12,8,Top,J23100,17.46398727434766
H9,77920,ΔvirC12,8,Bottom,J23100,16.249706056969703
H10,65015,ΔvirC12,8,Bottom,J23100,15.988484988906315
H11,96479,ΔvirC12,8,Bottom,J23100,16.557927333403143
H12,91182,ΔvirC12,8,Bottom,J23100,16.476461433393904
A1,149699,ΔvirC12,1,Top,J23111,17.19170505855953
A2,323395,ΔvirC12,1,Top,J23111,18.302937847957825
A3,144922,ΔvirC12,1,Top,J23111,17.14491709543016
A4,196065,ΔvirC12,1,Top,J23111,17.580972494244843
A5,232873,ΔvirC12,1,Bottom,J23111,17.829183853254946
A6,182557,ΔvirC12,1,Bottom,J23111,17.477987463240655
A7,150907,ΔvirC12,1,Bottom,J23111,17.20330020297244
A8,116169,ΔvirC12,1,Bottom,J23111,16.82586560761097
A9,37950,ΔvirC12,2,Top,J23111,15.211812265190192
A10,67576,ΔvirC12,2,Top,J23111,16.04422333568961
A11,85986,ΔvirC12,2,Top,J23111,16.39181416291358
A12,118677,ΔvirC12,2,Top,J23111,16.856680837376842
B1,160955,ΔvirC12,2,Bottom,J23111,17.296297868668752
B2,170634,ΔvirC12,2,Bottom,J23111,17.380545616662346
B3,104573,ΔvirC12,2,Bottom,J23111,16.674150880569144
B4,169505,ΔvirC12,2,Bottom,J23111,17.37096830454659
B5,114438,ΔvirC12,3,Top,J23111,16.80420666386473
B6,102492,ΔvirC12,3,Top,J23111,16.645151779184577
B7,127679,ΔvirC12,3,Top,J23111,16.962161731762194
B8,83351,ΔvirC12,3,Top,J23111,16.346911887536024
B9,92499,ΔvirC12,3,Bottom,J23111,16.497150148390947
B10,65568,ΔvirC12,3,Bottom,J23111,16.000704269011248
B11,111883,ΔvirC12,3,Bottom,J23111,16.771631317910355
B12,153061,ΔvirC12,3,Bottom,J23111,17.223747204863205
C1,79434,ΔvirC12,4,Top,J23111,16.2774690334183
C2,65155,ΔvirC12,4,Top,J23111,15.991588275125913
C3,94392,ΔvirC12,4,Top,J23111,16.526376971664067
C4,68786,ΔvirC12,4,Top,J23111,16.06982734293826
C5,96062,ΔvirC12,4,Bottom,J23111,16.551678225185412
C6,91074,ΔvirC12,4,Bottom,J23111,16.474751628694435
C7,98693,ΔvirC12,4,Bottom,J23111,16.590660141805397
C8,75289,ΔvirC12,4,Bottom,J23111,16.20015147678795
C9,98943,ΔvirC12,5,Top,J23111,16.594310022926187
C10,120504,ΔvirC12,5,Top,J23111,16.87872151038902
C11,169301,ΔvirC12,5,Top,J23111,17.36923096917527
C12,111280,ΔvirC12,5,Top,J23111,16.763834799429603
D1,145710,ΔvirC12,5,Bottom,J23111,17.15274036663224
D2,135314,ΔvirC12,5,Bottom,J23111,17.045951587111773
D3,170572,ΔvirC12,5,Bottom,J23111,17.380021317010407
D4,176662,ΔvirC12,5,Bottom,J23111,17.43063222396255
D5,81166,ΔvirC12,6,Top,J23111,16.30858789632335
D6,60247,ΔvirC12,6,Top,J23111,15.878601783665834
D7,88013,ΔvirC12,6,Top,J23111,16.425429012962486
D8,40960,ΔvirC12,6,Top,J23111,15.321928094887362
D9,89075,ΔvirC12,6,Bottom,J23111,16.442732957908024
D10,111403,ΔvirC12,6,Bottom,J23111,16.765428558343178
D11,165261,ΔvirC12,6,Bottom,J23111,17.33438677713671
D12,94832,ΔvirC12,6,Bottom,J23111,16.53308634216761
E1,257499,ΔvirC12,7,Top,J23111,17.974207304022602
E2,108720,ΔvirC12,7,Top,J23111,16.730257835654754
E3,224267,ΔvirC12,7,Top,J23111,17.774857823621982
E4,131977,ΔvirC12,7,Top,J23111,17.009927003436214
E5,109096,ΔvirC12,7,Bottom,J23111,16.73523868071836
E6,138178,ΔvirC12,7,Bottom,J23111,17.076168409863055
E7,148738,ΔvirC12,7,Bottom,J23111,17.18241375268031
E8,92616,ΔvirC12,7,Bottom,J23111,16.49897382926241
E9,36747,ΔvirC12,8,Top,J23111,15.165338853667464
E10,64354,ΔvirC12,8,Top,J23111,15.973742203221766
E11,50459,ΔvirC12,8,Top,J23111,15.622823994715496
E12,62220,ΔvirC12,8,Top,J23111,15.925090774421744
F1,202932,ΔvirC12,8,Bottom,J23111,17.630636853583525
F2,101977,ΔvirC12,8,Bottom,J23111,16.637884276362904
F3,168180,ΔvirC12,8,Bottom,J23111,17.359646624641012
F4,86812,ΔvirC12,8,Bottom,J23111,16.405606859360855
F5,254764,ΔvirD12,1,Top,J23117,17.958801903165885
F6,443856,ΔvirD12,1,Top,J23117,18.759732174025586
F7,462036,ΔvirD12,1,Top,J23117,18.81764573949385
F8,187782,ΔvirD12,1,Top,J23117,17.5186992533214
F9,554406,ΔvirD12,1,Bottom,J23117,19.080583345410144
F10,592130,ΔvirD12,1,Bottom,J23117,19.17555442354409
F11,561642,ΔvirD12,1,Bottom,J23117,19.09929129990489
F12,819690,ΔvirD12,1,Bottom,J23117,19.644718871945095
G1,393640,ΔvirD12,2,Top,J23117,18.586517303014187
G2,500300,ΔvirD12,2,Top,J23117,18.932433926767427
G3,389209,ΔvirD12,2,Top,J23117,18.570185545566225
G4,531019,ΔvirD12,2,Top,J23117,19.018403956399162
G5,283212,ΔvirD12,2,Bottom,J23117,18.11152286970841
G6,400809,ΔvirD12,2,Bottom,J23117,18.61255537845294
G7,261758,ΔvirD12,2,Bottom,J23117,17.997874104750316
G8,305227,ΔvirD12,2,Bottom,J23117,18.21952306125931
G9,735019,ΔvirD12,3,Top,J23117,19.48742201806131
G10,632434,ΔvirD12,3,Top,J23117,19.27055540429762
G11,376089,ΔvirD12,3,Top,J23117,18.52071458491626
G12,533147,ΔvirD12,3,Top,J23117,19.02417384406547
H1,669399,ΔvirD12,3,Bottom,J23117,19.35250687025343
H2,677714,ΔvirD12,3,Bottom,J23117,19.37031704893154
H3,676583,ΔvirD12,3,Bottom,J23117,19.367907402494204
H4,811833,ΔvirD12,3,Bottom,J23117,19.63082345942033
H5,831772,ΔvirD12,4,Top,J23117,19.665828594692716
H6,766935,ΔvirD12,4,Top,J23117,19.54874478469252
H7,666036,ΔvirD12,4,Top,J23117,19.345240633141486
H8,594561,ΔvirD12,4,Top,J23117,19.181465307759904
H9,462888,ΔvirD12,4,Bottom,J23117,18.820303636840016
H10,324689,ΔvirD12,4,Bottom,J23117,18.308698983439417
H11,442478,ΔvirD12,4,Bottom,J23117,18.755246200638265
H12,674371,ΔvirD12,4,Bottom,J23117,19.363182971784784
A1,446179,ΔvirD12,5,Top,J23117,18.767263087281925
A2,376296,ΔvirD12,5,Top,J23117,18.521508428177352
A3,302973,ΔvirD12,5,Top,J23117,18.20882970542307
A4,474479,ΔvirD12,5,Top,J23117,18.85598471075317
A5,567048,ΔvirD12,5,Bottom,J23117,19.113111337348474
A6,459985,ΔvirD12,5,Bottom,J23117,18.81122729043591
A7,554209,ΔvirD12,5,Bottom,J23117,19.080070613891905
A8,640304,ΔvirD12,5,Bottom,J23117,19.288397496991358
A9,395712,ΔvirD12,6,Top,J23117,18.594091290260412
A10,363503,ΔvirD12,6,Top,J23117,18.471607745231648
A11,410557,ΔvirD12,6,Top,J23117,18.647223008032054
A12,408602,ΔvirD12,6,Top,J23117,18.640336740140405
B1,377422,ΔvirD12,6,Bottom,J23117,18.525818994793923
B2,311088,ΔvirD12,6,Bottom,J23117,18.246963219439635
B3,235546,ΔvirD12,6,Bottom,J23117,17.845649307061784
B4,396912,ΔvirD12,6,Bottom,J23117,18.59845965501286
B5,612521,ΔvirD12,7,Top,J23117,19.22439978153406
B6,555411,ΔvirD12,7,Top,J23117,19.08319622467297
B7,440844,ΔvirD12,7,Top,J23117,18.749908698831003
B8,388756,ΔvirD12,7,Top,J23117,18.56850541618409
B9,613920,ΔvirD12,7,Bottom,J23117,19.227691144490155
B10,632847,ΔvirD12,7,Bottom,J23117,19.27149722366114
B11,508305,ΔvirD12,7,Bottom,J23117,18.955334896526978
B12,365346,ΔvirD12,7,Bottom,J23117,18.478903886482833
C1,499877,ΔvirD12,8,Top,J23117,18.931213622683888
C2,556074,ΔvirD12,8,Top,J23117,19.084917357977613
C3,381728,ΔvirD12,8,Top,J23117,18.54218548750218
C4,425804,ΔvirD12,8,Top,J23117,18.699829976958483
C5,524142,ΔvirD12,8,Bottom,J23117,18.99959819257875
C6,525150,ΔvirD12,8,Bottom,J23117,19.002370036924386
C7,502373,ΔvirD12,8,Bottom,J23117,18.938399403210855
C8,485801,ΔvirD12,8,Bottom,J23117,18.89000593413796
C9,1048473,ΔvirD12,1,Top,J23101,19.999858279335076
C10,795360,ΔvirD12,1,Top,J23101,19.60124848282997
C11,729546,ΔvirD12,1,Top,J23101,19.476639421571914
C12,1047334,ΔvirD12,1,Top,J23101,19.99829016756395
D1,956783,ΔvirD12,1,Bottom,J23101,19.86783223057653
D2,704859,ΔvirD12,1,Bottom,J23101,19.426975164082318
D3,771185,ΔvirD12,1,Bottom,J23101,19.55671746501393
D4,902414,ΔvirD12,1,Bottom,J23101,19.783429924236792
D5,757631,ΔvirD12,2,Top,J23101,19.531135837227374
D6,800589,ΔvirD12,2,Top,J23101,19.61070226783592
D7,1149436,ΔvirD12,2,Top,J23101,20.132494709105295
D8,946896,ΔvirD12,2,Top,J23101,19.852846453959824
D9,611605,ΔvirD12,2,Bottom,J23101,19.22224067552029
D10,492196,ΔvirD12,2,Bottom,J23101,18.90887340772331
D11,503713,ΔvirD12,2,Bottom,J23101,18.942242439487927
D12,648872,ΔvirD12,2,Bottom,J23101,19.307574386901532
E1,826978,ΔvirD12,3,Top,J23101,19.6574894244947
E2,804401,ΔvirD12,3,Top,J23101,19.617555349583487
E3,902932,ΔvirD12,3,Top,J23101,19.78425781656512
E4,834260,ΔvirD12,3,Top,J23101,19.6701375490586
E5,588711,ΔvirD12,3,Bottom,J23101,19.167200058936782
E6,806664,ΔvirD12,3,Bottom,J23101,19.6216083468552
E7,536242,ΔvirD12,3,Bottom,J23101,19.03252469416523
E8,822048,ΔvirD12,3,Bottom,J23101,19.64886311085005
E9,818281,ΔvirD12,4,Top,J23101,19.642236828228814
E10,483185,ΔvirD12,4,Top,J23101,18.882216142755613
E11,808806,ΔvirD12,4,Top,J23101,19.62543417412351
E12,782912,ΔvirD12,4,Top,J23101,19.578490630869627
F1,654136,ΔvirD12,4,Bottom,J23101,19.31923108894872
F2,731658,ΔvirD12,4,Bottom,J23101,19.480809919391795
F3,964024,ΔvirD12,4,Bottom,J23101,19.878709538163807
F4,417265,ΔvirD12,4,Bottom,J23101,18.67060438750375
F5,771863,ΔvirD12,5,Top,J23101,19.557985276903995
F6,1043350,ΔvirD12,5,Top,J23101,19.992791771823498
F7,911624,ΔvirD12,5,Top,J23101,19.798079380857928
F8,954919,ΔvirD12,5,Top,J23101,19.86501883768534
F9,746596,ΔvirD12,5,Bottom,J23101,19.509968253643528
F10,667824,ΔvirD12,5,Bottom,J23101,19.349108415784546
F11,789518,ΔvirD12,5,Bottom,J23101,19.59061263249789
F12,633989,ΔvirD12,5,Bottom,J23101,19.274098283597834
G1,1034363,ΔvirD12,6,Top,J23101,19.98031114414103
G2,842957,ΔvirD12,6,Top,J23101,19.68509951430051
G3,959183,ΔvirD12,6,Top,J23101,19.871446563930157
G4,837771,ΔvirD12,6,Top,J23101,19.67619641965783
G5,599345,ΔvirD12,6,Bottom,J23101,19.193027172789623
G6,569456,ΔvirD12,6,Bottom,J23101,19.119224848355927
G7,850860,ΔvirD12,6,Bottom,J23101,19.698562245688326
G8,377840,ΔvirD12,6,Bottom,J23101,18.527415915037928
G9,828638,ΔvirD12,7,Top,J23101,19.66038245593484
G10,693898,ΔvirD12,7,Top,J23101,19.404364082904316
G11,897687,ΔvirD12,7,Top,J23101,19.77585297701698
G12,739833,ΔvirD12,7,Top,J23101,19.49684012725685
H1,576310,ΔvirD12,7,Bottom,J23101,19.13648552769471
H2,672110,ΔvirD12,7,Bottom,J23101,19.358337843553
H3,848640,ΔvirD12,7,Bottom,J23101,19.69479315499995
H4,729643,ΔvirD12,7,Bottom,J23101,19.476831228691033
H5,763133,ΔvirD12,8,Top,J23101,19.541574988533355
H6,949954,ΔvirD12,8,Top,J23101,19.857498129376566
H7,1151662,ΔvirD12,8,Top,J23101,20.13528593326243
H8,796092,ΔvirD12,8,Top,J23101,19.602575639218482
H9,803805,ΔvirD12,8,Bottom,J23101,19.616486026022034
H10,785387,ΔvirD12,8,Bottom,J23101,19.58304419264643
H11,955058,ΔvirD12,8,Bottom,J23101,19.865228824099876
H12,831332,ΔvirD12,8,Bottom,J23101,19.665065219903404
A1,1004032,ΔvirD12,1,Top,J23100,19.93737382019215
A2,840899,ΔvirD12,1,Top,J23100,19.68157300387146
A3,780481,ΔvirD12,1,Top,J23100,19.57400398615387
A4,684363,ΔvirD12,1,Top,J23100,19.384402237245624
A5,522531,ΔvirD12,1,Bottom,J23100,18.995157104395105
A6,565612,ΔvirD12,1,Bottom,J23100,19.1094532030651
A7,448818,ΔvirD12,1,Bottom,J23100,18.775771011323783
A8,542922,ΔvirD12,1,Bottom,J23100,19.050385419618856
A9,347943,ΔvirD12,2,Top,J23100,18.408491457658183
A10,799545,ΔvirD12,2,Top,J23100,19.608819708204777
A11,475445,ΔvirD12,2,Top,J23100,18.858918932627557
A12,702818,ΔvirD12,2,Top,J23100,19.42279161538212
B1,579558,ΔvirD12,2,Bottom,J23100,19.14459352242477
B2,504961,ΔvirD12,2,Bottom,J23100,18.945812441946156
B3,465930,ΔvirD12,2,Bottom,J23100,18.8297536991906
B4,418899,ΔvirD12,2,Bottom,J23100,18.676242914628922
B5,774577,ΔvirD12,3,Top,J23100,19.56304913759163
B6,1019682,ΔvirD12,3,Top,J23100,19.959687869998287
B7,773982,ΔvirD12,3,Top,J23100,19.5619404893689
B8,1224035,ΔvirD12,3,Top,J23100,20.223213380299597
B9,614516,ΔvirD12,3,Bottom,J23100,19.229091048615135
B10,708225,ΔvirD12,3,Bottom,J23100,19.433848245501753
B11,533986,ΔvirD12,3,Bottom,J23100,19.02644239238833
B12,631627,ΔvirD12,3,Bottom,J23100,19.268713317474006
C1,637809,ΔvirD12,4,Top,J23100,19.282764929762575
C2,563931,ΔvirD12,4,Top,J23100,19.105159126338247
C3,553951,ΔvirD12,4,Top,J23100,19.07939884207687
C4,601605,ΔvirD12,4,Top,J23100,19.198457031886583
C5,420185,ΔvirD12,4,Bottom,J23100,18.680665135229603
C6,591019,ΔvirD12,4,Bottom,J23100,19.17284498515293
C7,478488,ΔvirD12,4,Bottom,J23100,18.868123218254535
C8,595250,ΔvirD12,4,Bottom,J23100,19.183136189932423
C9,707920,ΔvirD12,5,Top,J23100,19.433226809145623
C10,931587,ΔvirD12,5,Top,J23100,19.829330981776067
C11,628869,ΔvirD12,5,Top,J23100,19.262399994349636
C12,983229,ΔvirD12,5,Top,J23100,19.907167942567217
D1,704529,ΔvirD12,5,Bottom,J23100,19.4262995667703
D2,579346,ΔvirD12,5,Bottom,J23100,19.144065693800346
D3,450755,ΔvirD12,5,Bottom,J23100,18.781983969278446
D4,562481,ΔvirD12,5,Bottom,J23100,19.10144483891096
D5,898821,ΔvirD12,6,Top,J23100,19.777674306388914
D6,920879,ΔvirD12,6,Top,J23100,19.81265207856221
D7,910637,ΔvirD12,6,Top,J23100,19.796516552981345
D8,957575,ΔvirD12,6,Top,J23100,19.86902596188235
D9,832869,ΔvirD12,6,Bottom,J23100,19.667730069772276
D10,840509,ΔvirD12,6,Bottom,J23100,19.680903742067024
D11,731022,ΔvirD12,6,Bottom,J23100,19.47955529896377
D12,651142,ΔvirD12,6,Bottom,J23100,19.312612672752635
E1,779032,ΔvirD12,7,Top,J23100,19.57132306497423
E2,733695,ΔvirD12,7,Top,J23100,19.48482092792183
E3,762859,ΔvirD12,7,Top,J23100,19.54105690135406
E4,650278,ΔvirD12,7,Top,J23100,19.310697090237447
E5,439101,ΔvirD12,7,Bottom,J23100,18.74419329447038
E6,633362,ΔvirD12,7,Bottom,J23100,19.272670786614853
E7,807244,ΔvirD12,7,Bottom,J23100,19.622645287200918
E8,845320,ΔvirD12,7,Bottom,J23100,19.689138058458592
E9,296306,ΔvirD12,8,Top,J23100,18.176728314649623
E10,425623,ΔvirD12,8,Top,J23100,18.699216588361846
E11,297225,ΔvirD12,8,Top,J23100,18.181195942463866
E12,242826,ΔvirD12,8,Top,J23100,17.889563377343595
F1,401405,ΔvirD12,8,Bottom,J23100,18.614699061815664
F2,345056,ΔvirD12,8,Bottom,J23100,18.396470993910388
F3,612227,ΔvirD12,8,Bottom,J23100,19.22370714541599
F4,504252,ΔvirD12,8,Bottom,J23100,18.943785375405657
F5,519489,ΔvirD4,1,Top,J23114,18.986733675320938
F6,646483,ΔvirD4,1,Top,J23114,19.302252907677044
F7,500705,ΔvirD4,1,Top,J23114,18.933601336567463
F8,499001,ΔvirD4,1,Top,J23114,18.92868318116888
F9,106139,ΔvirD4,1,Bottom,J23114,16.69559533585657
F10,387440,ΔvirD4,1,Bottom,J23114,18.563613382488988
F11,339010,ΔvirD4,1,Bottom,J23114,18.37096830454659
F12,416985,ΔvirD4,1,Bottom,J23114,18.669635961668288
G1,720719,ΔvirD4,2,Top,J23114,19.45907735342291
G2,472925,ΔvirD4,2,Top,J23114,18.851251882721638
G3,676876,ΔvirD4,2,Top,J23114,19.368532038561618
G4,668878,ΔvirD4,2,Top,J23114,19.35138356894245
G5,416214,ΔvirD4,2,Bottom,J23114,18.666965967599626
G6,467412,ΔvirD4,2,Bottom,J23114,18.83433524774937
G7,330028,ΔvirD4,2,Bottom,J23114,18.332228904203344
G8,457908,ΔvirD4,2,Bottom,J23114,18.804698244644836
G9,470297,ΔvirD4,3,Top,J23114,18.843212603785744
G10,535298,ΔvirD4,3,Top,J23114,19.029982736849718
G11,594904,ΔvirD4,3,Top,J23114,19.18229735311263
G12,456872,ΔvirD4,3,Top,J23114,18.801430502233853
H1,610243,ΔvirD4,3,Bottom,J23114,19.219024315613733
H2,801425,ΔvirD4,3,Bottom,J23114,19.612207988964027
H3,612848,ΔvirD4,3,Bottom,J23114,19.225169772107627
H4,834195,ΔvirD4,3,Bottom,J23114,19.670025139460854
H5,475142,ΔvirD4,4,Top,J23114,18.857999213312663
H6,487621,ΔvirD4,4,Top,J23114,18.895400733174817
H7,593214,ΔvirD4,4,Top,J23114,19.178193120597925
H8,377266,ΔvirD4,4,Top,J23114,18.525222561752496
H9,414302,ΔvirD4,4,Bottom,J23114,18.660323259231646
