Well,GFP,Strain,Plant,Leaf,Induction,GFP_log,ID
A2,31412,ΔvirC12,2,Top,0mM,14.939028181763254,ΔvirC12_0mM
A3,32490,ΔvirC12,2,Top,0mM,14.987708123216846,ΔvirC12_0mM
A4,25527,ΔvirC12,2,Top,0mM,14.639736377951094,ΔvirC12_0mM
A5,24994,ΔvirC12,2,Bottom,0mM,14.609294186070732,ΔvirC12_0mM
A6,34239,ΔvirC12,2,Bottom,0mM,15.06335294588814,ΔvirC12_0mM
A7,21426,ΔvirC12,2,Bottom,0mM,14.387074919307222,ΔvirC12_0mM
A8,36531,ΔvirC12,2,Bottom,0mM,15.156833626140006,ΔvirC12_0mM
A9,41110,ΔvirC12,3,Top,0mM,15.3272017514513,ΔvirC12_0mM
A10,58976,ΔvirC12,3,Top,0mM,15.847840355630714,ΔvirC12_0mM
A11,52064,ΔvirC12,3,Top,0mM,15.667998535672528,ΔvirC12_0mM
A12,20525,ΔvirC12,3,Top,0mM,14.325094601552529,ΔvirC12_0mM
B1,40233,ΔvirC12,3,Bottom,0mM,15.296091697024686,ΔvirC12_0mM
B2,59568,ΔvirC12,3,Bottom,0mM,15.862249900851513,ΔvirC12_0mM
B3,6429,ΔvirC12,3,Bottom,0mM,12.650378635397704,ΔvirC12_0mM
B4,36754,ΔvirC12,3,Bottom,0mM,15.165613648984989,ΔvirC12_0mM
B5,5074,ΔvirC12,4,Top,0mM,12.308907804063939,ΔvirC12_0mM
B6,7112,ΔvirC12,4,Top,0mM,12.79603960882977,ΔvirC12_0mM
B7,6878,ΔvirC12,4,Top,0mM,12.74777340052679,ΔvirC12_0mM
B8,6711,ΔvirC12,4,Top,0mM,12.712312041780274,ΔvirC12_0mM
B9,4562,ΔvirC12,4,Bottom,0mM,12.155450731312138,ΔvirC12_0mM
B10,9017,ΔvirC12,4,Bottom,0mM,13.138431806276849,ΔvirC12_0mM
B11,5094,ΔvirC12,4,Bottom,0mM,12.314583244274194,ΔvirC12_0mM
B12,4966,ΔvirC12,4,Bottom,0mM,12.27786854617684,ΔvirC12_0mM
C1,27884,ΔvirC12,5,Top,0mM,14.767149912284852,ΔvirC12_0mM
C2,10026,ΔvirC12,5,Top,0mM,13.291458518782344,ΔvirC12_0mM
C3,17438,ΔvirC12,5,Top,0mM,14.08994696349794,ΔvirC12_0mM
C4,21068,ΔvirC12,5,Top,0mM,14.362765744153958,ΔvirC12_0mM
C5,23106,ΔvirC12,5,Bottom,0mM,14.495979908518141,ΔvirC12_0mM
C6,37395,ΔvirC12,5,Bottom,0mM,15.190557763100019,ΔvirC12_0mM
C7,26375,ΔvirC12,5,Bottom,0mM,14.686883473369273,ΔvirC12_0mM
C8,28073,ΔvirC12,5,Bottom,0mM,14.776895624157124,ΔvirC12_0mM
C9,451937,ΔvirC12,1,Top,0.2mM,18.785762149461572,ΔvirC12_0.2mM
C10,70915,ΔvirC12,1,Top,0.2mM,16.113803199352063,ΔvirC12_0.2mM
C11,168393,ΔvirC12,1,Top,0.2mM,17.361472642085864,ΔvirC12_0.2mM
C12,155983,ΔvirC12,1,Top,0.2mM,17.25102927819014,ΔvirC12_0.2mM
D1,314885,ΔvirC12,1,Bottom,0.2mM,18.264465508693107,ΔvirC12_0.2mM
D2,317203,ΔvirC12,1,Bottom,0.2mM,18.275046890070936,ΔvirC12_0.2mM
D3,285407,ΔvirC12,1,Bottom,0.2mM,18.1226611937685,ΔvirC12_0.2mM
D4,353663,ΔvirC12,1,Bottom,0.2mM,18.432015767525144,ΔvirC12_0.2mM
D5,89338,ΔvirC12,2,Top,0.2mM,16.446986337096607,ΔvirC12_0.2mM
D6,138749,ΔvirC12,2,Top,0.2mM,17.08211784805999,ΔvirC12_0.2mM
D7,136376,ΔvirC12,2,Top,0.2mM,17.05723024982897,ΔvirC12_0.2mM
D8,112085,ΔvirC12,2,Top,0.2mM,16.77423369393978,ΔvirC12_0.2mM
D9,179766,ΔvirC12,2,Bottom,0.2mM,17.45576065730373,ΔvirC12_0.2mM
D10,310362,ΔvirC12,2,Bottom,0.2mM,18.243592402555986,ΔvirC12_0.2mM
D11,330096,ΔvirC12,2,Bottom,0.2mM,18.332526130976273,ΔvirC12_0.2mM
D12,149717,ΔvirC12,2,Bottom,0.2mM,17.19187851963554,ΔvirC12_0.2mM
E1,148194,ΔvirC12,3,Top,0.2mM,17.177127512192055,ΔvirC12_0.2mM
E2,173281,ΔvirC12,3,Top,0.2mM,17.40275394827407,ΔvirC12_0.2mM
E3,77028,ΔvirC12,3,Top,0.2mM,16.233095346373815,ΔvirC12_0.2mM
E4,133877,ΔvirC12,3,Top,0.2mM,17.030548602118444,ΔvirC12_0.2mM
E5,42708,ΔvirC12,3,Bottom,0.2mM,15.382218718230941,ΔvirC12_0.2mM
E6,77496,ΔvirC12,3,Bottom,0.2mM,16.241834226335136,ΔvirC12_0.2mM
E7,181773,ΔvirC12,3,Bottom,0.2mM,17.471778396417,ΔvirC12_0.2mM
E8,124261,ΔvirC12,3,Bottom,0.2mM,16.923014044075575,ΔvirC12_0.2mM
E9,168560,ΔvirC12,4,Top,0.2mM,17.36290269370467,ΔvirC12_0.2mM
E10,79730,ΔvirC12,4,Top,0.2mM,16.282835048653077,ΔvirC12_0.2mM
E11,65679,ΔvirC12,4,Top,0.2mM,16.00314454098271,ΔvirC12_0.2mM
E12,196238,ΔvirC12,4,Top,0.2mM,17.582244909996202,ΔvirC12_0.2mM
F1,151271,ΔvirC12,4,Bottom,0.2mM,17.20677591099144,ΔvirC12_0.2mM
F2,114609,ΔvirC12,4,Bottom,0.2mM,16.806360814740547,ΔvirC12_0.2mM
F3,75666,ΔvirC12,4,Bottom,0.2mM,16.207357560206326,ΔvirC12_0.2mM
F4,194632,ΔvirC12,4,Bottom,0.2mM,17.57038940164699,ΔvirC12_0.2mM
F5,111051,ΔvirC12,5,Top,0.2mM,16.76086285866385,ΔvirC12_0.2mM
F6,124505,ΔvirC12,5,Top,0.2mM,16.92584415512663,ΔvirC12_0.2mM
F7,137535,ΔvirC12,5,Top,0.2mM,17.069439277808442,ΔvirC12_0.2mM
F8,128688,ΔvirC12,5,Top,0.2mM,16.973518004703717,ΔvirC12_0.2mM
F9,164397,ΔvirC12,5,Bottom,0.2mM,17.326824446664357,ΔvirC12_0.2mM
F10,132709,ΔvirC12,5,Bottom,0.2mM,17.017906688514003,ΔvirC12_0.2mM
F11,114251,ΔvirC12,5,Bottom,0.2mM,16.801847267192606,ΔvirC12_0.2mM
F12,105004,ΔvirC12,5,Bottom,0.2mM,16.680084761092463,ΔvirC12_0.2mM
G1,230221,ΔvirC12,1,Top,2.0mM,17.812659911790703,ΔvirC12_2.0mM
G2,241661,ΔvirC12,1,Top,2.0mM,17.882625139735307,ΔvirC12_2.0mM
G3,360026,ΔvirC12,1,Top,2.0mM,18.4577415718712,ΔvirC12_2.0mM
G4,373196,ΔvirC12,1,Top,2.0mM,18.50957399757426,ΔvirC12_2.0mM
G5,210433,ΔvirC12,1,Bottom,2.0mM,17.68300143953827,ΔvirC12_2.0mM
G6,266084,ΔvirC12,1,Bottom,2.0mM,18.021522236151135,ΔvirC12_2.0mM
G7,393419,ΔvirC12,1,Bottom,2.0mM,18.585707108067133,ΔvirC12_2.0mM
G8,189584,ΔvirC12,1,Bottom,2.0mM,17.532477687118764,ΔvirC12_2.0mM
G9,193721,ΔvirC12,2,Top,2.0mM,17.563620829790853,ΔvirC12_2.0mM
G10,247560,ΔvirC12,2,Top,2.0mM,17.917418701495002,ΔvirC12_2.0mM
G11,180135,ΔvirC12,2,Top,2.0mM,17.458718996717213,ΔvirC12_2.0mM
G12,192707,ΔvirC12,2,Top,2.0mM,17.556049452307423,ΔvirC12_2.0mM
H1,167399,ΔvirC12,2,Bottom,2.0mM,17.35293138404938,ΔvirC12_2.0mM
H2,333588,ΔvirC12,2,Bottom,2.0mM,18.347707866780926,ΔvirC12_2.0mM
H3,207845,ΔvirC12,2,Bottom,2.0mM,17.665148516784623,ΔvirC12_2.0mM
H4,252035,ΔvirC12,2,Bottom,2.0mM,17.943264568559645,ΔvirC12_2.0mM
H5,142089,ΔvirC12,3,Top,2.0mM,17.116435345275644,ΔvirC12_2.0mM
H6,164777,ΔvirC12,3,Top,2.0mM,17.330155355904264,ΔvirC12_2.0mM
H7,163222,ΔvirC12,3,Top,2.0mM,17.31647599958814,ΔvirC12_2.0mM
H8,146812,ΔvirC12,3,Top,2.0mM,17.163610369272845,ΔvirC12_2.0mM
H9,158143,ΔvirC12,3,Bottom,2.0mM,17.270870172633,ΔvirC12_2.0mM
H10,128055,ΔvirC12,3,Bottom,2.0mM,16.966404059542242,ΔvirC12_2.0mM
H11,108202,ΔvirC12,3,Bottom,2.0mM,16.723367640546225,ΔvirC12_2.0mM
H12,123760,ΔvirC12,3,Bottom,2.0mM,16.917185576336397,ΔvirC12_2.0mM
A1,109937,ΔvirC12,4,Top,2.0mM,16.74631749068631,ΔvirC12_2.0mM
A2,235956,ΔvirC12,4,Top,2.0mM,17.848158331905157,ΔvirC12_2.0mM
A3,162891,ΔvirC12,4,Top,2.0mM,17.313547369189976,ΔvirC12_2.0mM
A4,140292,ΔvirC12,4,Top,2.0mM,17.09807321761135,ΔvirC12_2.0mM
A5,96547,ΔvirC12,4,Bottom,2.0mM,16.55894381063252,ΔvirC12_2.0mM
A6,142099,ΔvirC12,4,Bottom,2.0mM,17.116536876307322,ΔvirC12_2.0mM
A7,142234,ΔvirC12,4,Bottom,2.0mM,17.117906846343548,ΔvirC12_2.0mM
A8,119365,ΔvirC12,4,Bottom,2.0mM,16.865020348488127,ΔvirC12_2.0mM
A9,285599,ΔvirC12,5,Top,2.0mM,18.123631402341758,ΔvirC12_2.0mM
A10,129227,ΔvirC12,5,Top,2.0mM,16.9795480049681,ΔvirC12_2.0mM
A11,161489,ΔvirC12,5,Top,2.0mM,17.301076371950895,ΔvirC12_2.0mM
A12,143948,ΔvirC12,5,Top,2.0mM,17.13518821880793,ΔvirC12_2.0mM
B1,112535,ΔvirC12,5,Bottom,2.0mM,16.78001424453145,ΔvirC12_2.0mM
B2,156857,ΔvirC12,5,Bottom,2.0mM,17.259090387679173,ΔvirC12_2.0mM
B3,113343,ΔvirC12,5,Bottom,2.0mM,16.79033576823161,ΔvirC12_2.0mM
B4,137509,ΔvirC12,5,Bottom,2.0mM,17.06916652093191,ΔvirC12_2.0mM
B5,20414,ΔvirD12,1,Top,0mM,14.317271276998566,ΔvirD12_0mM
B6,11099,ΔvirD12,1,Top,0mM,13.438142077743654,ΔvirD12_0mM
B7,16894,ΔvirD12,1,Top,0mM,14.044223335689608,ΔvirD12_0mM
B8,10781,ΔvirD12,1,Top,0mM,13.396203382141692,ΔvirD12_0mM
B9,23684,ΔvirD12,1,Bottom,0mM,14.531625138422624,ΔvirD12_0mM
B10,14931,ΔvirD12,1,Bottom,0mM,13.866023172398176,ΔvirD12_0mM
B11,13093,ΔvirD12,1,Bottom,0mM,13.676508079524549,ΔvirD12_0mM
B12,24573,ΔvirD12,1,Bottom,0mM,14.584786379736881,ΔvirD12_0mM
C1,25814,ΔvirD12,2,Top,0mM,14.65586609064564,ΔvirD12_0mM
C2,46194,ΔvirD12,2,Top,0mM,15.495417856030977,ΔvirD12_0mM
C3,46322,ΔvirD12,2,Top,0mM,15.499409924063798,ΔvirD12_0mM
C4,38472,ΔvirD12,2,Top,0mM,15.231521210875703,ΔvirD12_0mM
C5,5388,ΔvirD12,2,Bottom,0mM,12.395534135462302,ΔvirD12_0mM
C6,17395,ΔvirD12,2,Bottom,0mM,14.086385058507252,ΔvirD12_0mM
C7,14619,ΔvirD12,2,Bottom,0mM,13.835557007913472,ΔvirD12_0mM
C8,32463,ΔvirD12,2,Bottom,0mM,14.986508709229883,ΔvirD12_0mM
C9,48038,ΔvirD12,3,Top,0mM,15.551888467101204,ΔvirD12_0mM
C10,74883,ΔvirD12,3,Top,0mM,16.192350613595025,ΔvirD12_0mM
C11,56158,ΔvirD12,3,Top,0mM,15.77720393624853,ΔvirD12_0mM
C12,61047,ΔvirD12,3,Top,0mM,15.897632778914998,ΔvirD12_0mM
D1,26094,ΔvirD12,3,Bottom,0mM,14.671430494185225,ΔvirD12_0mM
D2,37954,ΔvirD12,3,Bottom,0mM,15.211964319895316,ΔvirD12_0mM
D3,41933,ΔvirD12,3,Bottom,0mM,15.3557984277232,ΔvirD12_0mM
D4,18923,ΔvirD12,3,Bottom,0mM,14.207853207234328,ΔvirD12_0mM
D5,21039,ΔvirD12,4,Top,0mM,14.360778513394182,ΔvirD12_0mM
D6,38807,ΔvirD12,4,Top,0mM,15.244029288518957,ΔvirD12_0mM
D7,24072,ΔvirD12,4,Top,0mM,14.555068391333338,ΔvirD12_0mM
D8,37750,ΔvirD12,4,Top,0mM,15.204189023987166,ΔvirD12_0mM
D9,16691,ΔvirD12,4,Bottom,0mM,14.026782772345962,ΔvirD12_0mM
D10,32706,ΔvirD12,4,Bottom,0mM,14.997267705676428,ΔvirD12_0mM
D11,34674,ΔvirD12,4,Bottom,0mM,15.08156665529676,ΔvirD12_0mM
D12,28348,ΔvirD12,4,Bottom,0mM,14.790959333698824,ΔvirD12_0mM
E1,14380,ΔvirD12,5,Top,0mM,13.81177605532666,ΔvirD12_0mM
E2,16085,ΔvirD12,5,Top,0mM,13.973428315540101,ΔvirD12_0mM
E3,46542,ΔvirD12,5,Top,0mM,15.50624558702854,ΔvirD12_0mM
E4,24219,ΔvirD12,5,Top,0mM,14.563851677082729,ΔvirD12_0mM
E5,4774,ΔvirD12,5,Bottom,0mM,12.220982851081777,ΔvirD12_0mM
E6,14002,ΔvirD12,5,Bottom,0mM,13.773345291291271,ΔvirD12_0mM
E7,22982,ΔvirD12,5,Bottom,0mM,14.488216732995971,ΔvirD12_0mM
E8,24881,ΔvirD12,5,Bottom,0mM,14.602756849987763,ΔvirD12_0mM
E9,249217,ΔvirD12,1,Top,0.2mM,17.927042957642943,ΔvirD12_0.2mM
E10,253570,ΔvirD12,1,Top,0.2mM,17.95202454400161,ΔvirD12_0.2mM
E11,331464,ΔvirD12,1,Top,0.2mM,18.33849266350232,ΔvirD12_0.2mM
E12,287204,ΔvirD12,1,Top,0.2mM,18.131716316703546,ΔvirD12_0.2mM
F1,62885,ΔvirD12,1,Bottom,0.2mM,15.940428310702336,ΔvirD12_0.2mM
F2,57326,ΔvirD12,1,Bottom,0.2mM,15.806901996079592,ΔvirD12_0.2mM
F3,265720,ΔvirD12,1,Bottom,0.2mM,18.019547293966077,ΔvirD12_0.2mM
F4,78463,ΔvirD12,1,Bottom,0.2mM,16.259724876860716,ΔvirD12_0.2mM
F5,268865,ΔvirD12,2,Top,0.2mM,18.036522436367996,ΔvirD12_0.2mM
F6,119351,ΔvirD12,2,Top,0.2mM,16.86485112874085,ΔvirD12_0.2mM
F7,292239,ΔvirD12,2,Top,0.2mM,18.156789196562038,ΔvirD12_0.2mM
F8,130989,ΔvirD12,2,Top,0.2mM,16.999086138781447,ΔvirD12_0.2mM
F9,138821,ΔvirD12,2,Bottom,0.2mM,17.08286630102878,ΔvirD12_0.2mM
F10,208671,ΔvirD12,2,Bottom,0.2mM,17.670870590683123,ΔvirD12_0.2mM
F11,64031,ΔvirD12,2,Bottom,0.2mM,15.966482920885214,ΔvirD12_0.2mM
F12,160401,ΔvirD12,2,Bottom,0.2mM,17.29132361055972,ΔvirD12_0.2mM
G1,367749,ΔvirD12,3,Top,0.2mM,18.48836189287952,ΔvirD12_0.2mM
G2,105127,ΔvirD12,3,Top,0.2mM,16.681773721886408,ΔvirD12_0.2mM
G3,348292,ΔvirD12,3,Top,0.2mM,18.409937810143887,ΔvirD12_0.2mM
G4,327074,ΔvirD12,3,Top,0.2mM,18.31925755467098,ΔvirD12_0.2mM
G5,122364,ΔvirD12,3,Bottom,0.2mM,16.900819647983983,ΔvirD12_0.2mM
G6,147090,ΔvirD12,3,Bottom,0.2mM,17.166339641894204,ΔvirD12_0.2mM
G7,102276,ΔvirD12,3,Bottom,0.2mM,16.642108117631853,ΔvirD12_0.2mM
G8,210282,ΔvirD12,3,Bottom,0.2mM,17.681965836051212,ΔvirD12_0.2mM
G9,270770,ΔvirD12,4,Top,0.2mM,18.046708378605288,ΔvirD12_0.2mM
G10,85669,ΔvirD12,4,Top,0.2mM,16.386485627795338,ΔvirD12_0.2mM
G11,95775,ΔvirD12,4,Top,0.2mM,16.547361500198605,ΔvirD12_0.2mM
G12,180849,ΔvirD12,4,Top,0.2mM,17.464426095106585,ΔvirD12_0.2mM
H1,162150,ΔvirD12,4,Bottom,0.2mM,17.306969498230533,ΔvirD12_0.2mM
H2,42180,ΔvirD12,4,Bottom,0.2mM,15.364271474681054,ΔvirD12_0.2mM
H3,44635,ΔvirD12,4,Bottom,0.2mM,15.445887805479654,ΔvirD12_0.2mM
H4,149894,ΔvirD12,4,Bottom,0.2mM,17.19358311026769,ΔvirD12_0.2mM
H5,119943,ΔvirD12,5,Top,0.2mM,16.871989437320593,ΔvirD12_0.2mM
H6,123444,ΔvirD12,5,Top,0.2mM,16.913497190377946,ΔvirD12_0.2mM
H7,45513,ΔvirD12,5,Top,0.2mM,15.473991064569596,ΔvirD12_0.2mM
H8,69670,ΔvirD12,5,Top,0.2mM,16.088249942841323,ΔvirD12_0.2mM
H9,176715,ΔvirD12,5,Bottom,0.2mM,17.431064978996073,ΔvirD12_0.2mM
H10,104192,ΔvirD12,5,Bottom,0.2mM,16.668884984266246,ΔvirD12_0.2mM
H11,134884,ΔvirD12,5,Bottom,0.2mM,17.041359699745488,ΔvirD12_0.2mM
H12,232420,ΔvirD12,5,Bottom,0.2mM,17.826374694036943,ΔvirD12_0.2mM
A1,358387,ΔvirD12,1,Top,2.0mM,18.451158780984997,ΔvirD12_2.0mM
A2,129304,ΔvirD12,1,Top,2.0mM,16.980407379831718,ΔvirD12_2.0mM
A3,360600,ΔvirD12,1,Top,2.0mM,18.460039871207066,ΔvirD12_2.0mM
A4,110155,ΔvirD12,1,Top,2.0mM,16.749175455735163,ΔvirD12_2.0mM
A5,676420,ΔvirD12,1,Bottom,2.0mM,19.367559791597845,ΔvirD12_2.0mM
A6,865303,ΔvirD12,1,Bottom,2.0mM,19.722845878923966,ΔvirD12_2.0mM
A7,697503,ΔvirD12,1,Bottom,2.0mM,19.411839896505253,ΔvirD12_2.0mM
A8,626738,ΔvirD12,1,Bottom,2.0mM,19.25750294282953,ΔvirD12_2.0mM
A9,253809,ΔvirD12,2,Top,2.0mM,17.953383702107384,ΔvirD12_2.0mM
A10,459385,ΔvirD12,2,Top,2.0mM,18.809344224537682,ΔvirD12_2.0mM
A11,401451,ΔvirD12,2,Top,2.0mM,18.61486438155408,ΔvirD12_2.0mM
A12,417994,ΔvirD12,2,Top,2.0mM,18.673122708053086,ΔvirD12_2.0mM
B1,667065,ΔvirD12,2,Bottom,2.0mM,19.34746782146691,ΔvirD12_2.0mM
B2,536331,ΔvirD12,2,Bottom,2.0mM,19.03276411816515,ΔvirD12_2.0mM
B3,604574,ΔvirD12,2,Bottom,2.0mM,19.205559410932004,ΔvirD12_2.0mM
B4,677273,ΔvirD12,2,Bottom,2.0mM,19.36937795721258,ΔvirD12_2.0mM
B5,534172,ΔvirD12,3,Top,2.0mM,19.02694482981859,ΔvirD12_2.0mM
B6,424313,ΔvirD12,3,Top,2.0mM,18.69476935468748,ΔvirD12_2.0mM
B7,698115,ΔvirD12,3,Top,2.0mM,19.413105184602166,ΔvirD12_2.0mM
B8,383744,ΔvirD12,3,Top,2.0mM,18.54978466794786,ΔvirD12_2.0mM
B9,240380,ΔvirD12,3,Bottom,2.0mM,17.874957340947102,ΔvirD12_2.0mM
B10,275089,ΔvirD12,3,Bottom,2.0mM,18.06953892611298,ΔvirD12_2.0mM
B11,473602,ΔvirD12,3,Bottom,2.0mM,18.853315647852977,ΔvirD12_2.0mM
B12,312303,ΔvirD12,3,Bottom,2.0mM,18.25258690247072,ΔvirD12_2.0mM
C1,660773,ΔvirD12,4,Top,2.0mM,19.33379521209925,ΔvirD12_2.0mM
C2,735834,ΔvirD12,4,Top,2.0mM,19.48902081356114,ΔvirD12_2.0mM
C3,477430,ΔvirD12,4,Top,2.0mM,18.864929697520495,ΔvirD12_2.0mM
C4,810943,ΔvirD12,4,Top,2.0mM,19.629240987514006,ΔvirD12_2.0mM
C5,305798,ΔvirD12,4,Bottom,2.0mM,18.2222194455583,ΔvirD12_2.0mM
C6,289450,ΔvirD12,4,Bottom,2.0mM,18.142954631003605,ΔvirD12_2.0mM
C7,411229,ΔvirD12,4,Bottom,2.0mM,18.6495824818697,ΔvirD12_2.0mM
C8,364211,ΔvirD12,4,Bottom,2.0mM,18.47441497007885,ΔvirD12_2.0mM
C9,1010064,ΔvirD12,5,Top,2.0mM,19.946015277704564,ΔvirD12_2.0mM
C10,295807,ΔvirD12,5,Top,2.0mM,18.174296667326107,ΔvirD12_2.0mM
C11,658631,ΔvirD12,5,Top,2.0mM,19.329110891765975,ΔvirD12_2.0mM
C12,683589,ΔvirD12,5,Top,2.0mM,19.382769656452133,ΔvirD12_2.0mM
D1,444750,ΔvirD12,5,Bottom,2.0mM,18.762635079929247,ΔvirD12_2.0mM
D2,488411,ΔvirD12,5,Bottom,2.0mM,18.89773616752777,ΔvirD12_2.0mM
D3,394498,ΔvirD12,5,Bottom,2.0mM,18.589658460613705,ΔvirD12_2.0mM
D4,701185,ΔvirD12,5,Bottom,2.0mM,19.41943560821669,ΔvirD12_2.0mM
D5,84144,ΔvirE12,1,Top,0mM,16.360572781480695,ΔvirE12_0mM
D6,7226,ΔvirE12,1,Top,0mM,12.818981539432443,ΔvirE12_0mM
D7,7852,ΔvirE12,1,Top,0mM,12.938844457466171,ΔvirE12_0mM
D8,6489,ΔvirE12,1,Top,0mM,12.663780450683134,ΔvirE12_0mM
D9,7778,ΔvirE12,1,Bottom,0mM,12.925183519434208,ΔvirE12_0mM
D10,55054,ΔvirE12,1,Bottom,0mM,15.748559767508354,ΔvirE12_0mM
D11,41837,ΔvirE12,1,Bottom,0mM,15.3524917837085,ΔvirE12_0mM
D12,10523,ΔvirE12,1,Bottom,0mM,13.361258440464605,ΔvirE12_0mM
E1,13766,ΔvirE12,2,Top,0mM,13.748821794614704,ΔvirE12_0mM
E2,18686,ΔvirE12,2,Top,0mM,14.189670152603753,ΔvirE12_0mM
E3,9908,ΔvirE12,2,Top,0mM,13.274378153246364,ΔvirE12_0mM
E4,12350,ΔvirE12,2,Top,0mM,13.592223421359403,ΔvirE12_0mM
E5,29320,ΔvirE12,2,Bottom,0mM,14.839597483021175,ΔvirE12_0mM
E6,8674,ΔvirE12,2,Bottom,0mM,13.082481727863103,ΔvirE12_0mM
E7,11167,ΔvirE12,2,Bottom,0mM,13.446954039279555,ΔvirE12_0mM
E8,25952,ΔvirE12,2,Bottom,0mM,14.663558104217273,ΔvirE12_0mM
E9,6138,ΔvirE12,3,Top,0mM,12.583552930466485,ΔvirE12_0mM
E10,3022,ΔvirE12,3,Top,0mM,11.561287945164828,ΔvirE12_0mM
E11,3368,ΔvirE12,3,Top,0mM,11.717676423066395,ΔvirE12_0mM
E12,7678,ΔvirE12,3,Top,0mM,12.90651484484695,ΔvirE12_0mM
F1,4150,ΔvirE12,3,Bottom,0mM,12.018895621121649,ΔvirE12_0mM
F2,3057,ΔvirE12,3,Bottom,0mM,11.57790083688697,ΔvirE12_0mM
F3,6093,ΔvirE12,3,Bottom,0mM,12.572937025017309,ΔvirE12_0mM
F4,3384,ΔvirE12,3,Bottom,0mM,11.72451385311995,ΔvirE12_0mM
F5,10955,ΔvirE12,4,Top,0mM,13.419301863877585,ΔvirE12_0mM
F6,10716,ΔvirE12,4,Top,0mM,13.387478865842379,ΔvirE12_0mM
F7,6436,ΔvirE12,4,Top,0mM,12.651948610723446,ΔvirE12_0mM
F8,4275,ΔvirE12,4,Top,0mM,12.061708704660623,ΔvirE12_0mM
F9,6048,ΔvirE12,4,Bottom,0mM,12.562242424221072,ΔvirE12_0mM
F10,4793,ΔvirE12,4,Bottom,0mM,12.226713224618962,ΔvirE12_0mM
F11,4915,ΔvirE12,4,Bottom,0mM,12.262975701227942,ΔvirE12_0mM
F12,20578,ΔvirE12,4,Bottom,0mM,14.328815151368577,ΔvirE12_0mM
G1,8476,ΔvirE12,5,Top,0mM,13.04916787237217,ΔvirE12_0mM
G2,10682,ΔvirE12,5,Top,0mM,13.382894168892134,ΔvirE12_0mM
G3,6509,ΔvirE12,5,Top,0mM,12.668220198888895,ΔvirE12_0mM
G4,28692,ΔvirE12,5,Top,0mM,14.808360915432784,ΔvirE12_0mM
G5,7226,ΔvirE12,5,Bottom,0mM,12.818981539432443,ΔvirE12_0mM
G6,7250,ΔvirE12,5,Bottom,0mM,12.82376527978966,ΔvirE12_0mM
G7,7860,ΔvirE12,5,Bottom,0mM,12.940313597145968,ΔvirE12_0mM
G8,5146,ΔvirE12,5,Bottom,0mM,12.3292357417338,ΔvirE12_0mM
G9,31092,ΔvirE12,1,Top,0.2mM,14.92425580090125,ΔvirE12_0.2mM
G10,184246,ΔvirE12,1,Top,0.2mM,17.49127377303637,ΔvirE12_0.2mM
G11,70332,ΔvirE12,1,Top,0.2mM,16.101893622719853,ΔvirE12_0.2mM
G12,86012,ΔvirE12,1,Top,0.2mM,16.39225033160564,ΔvirE12_0.2mM
H1,171240,ΔvirE12,1,Bottom,0.2mM,17.385660215084282,ΔvirE12_0.2mM
H2,132518,ΔvirE12,1,Bottom,0.2mM,17.015828809561683,ΔvirE12_0.2mM
H3,134413,ΔvirE12,1,Bottom,0.2mM,17.03631315220035,ΔvirE12_0.2mM
H4,182153,ΔvirE12,1,Bottom,0.2mM,17.474791230425996,ΔvirE12_0.2mM
H5,152207,ΔvirE12,2,Top,0.2mM,17.215675184349617,ΔvirE12_0.2mM
H6,66164,ΔvirE12,2,Top,0.2mM,16.01375883603145,ΔvirE12_0.2mM
H7,70424,ΔvirE12,2,Top,0.2mM,16.103779552451627,ΔvirE12_0.2mM
H8,60711,ΔvirE12,2,Top,0.2mM,15.88967031625581,ΔvirE12_0.2mM
H9,277285,ΔvirE12,2,Bottom,0.2mM,18.081010048942826,ΔvirE12_0.2mM
H10,333201,ΔvirE12,2,Bottom,0.2mM,18.346033204950825,ΔvirE12_0.2mM
H11,157904,ΔvirE12,2,Bottom,0.2mM,17.26868819222819,ΔvirE12_0.2mM
H12,193356,ΔvirE12,2,Bottom,0.2mM,17.560900007597848,ΔvirE12_0.2mM
A1,80198,ΔvirE12,3,Top,0.2mM,16.2912786383486,ΔvirE12_0.2mM
A2,245866,ΔvirE12,3,Top,0.2mM,17.907512717614694,ΔvirE12_0.2mM
A3,188080,ΔvirE12,3,Top,0.2mM,17.520986918540384,ΔvirE12_0.2mM
A4,162414,ΔvirE12,3,Top,0.2mM,17.309316471861568,ΔvirE12_0.2mM
A5,55696,ΔvirE12,3,Bottom,0.2mM,15.765286098723683,ΔvirE12_0.2mM
A6,104895,ΔvirE12,3,Bottom,0.2mM,16.67858638545854,ΔvirE12_0.2mM
A7,31666,ΔvirE12,3,Bottom,0.2mM,14.950647019424986,ΔvirE12_0.2mM
A8,106924,ΔvirE12,3,Bottom,0.2mM,16.70622618899932,ΔvirE12_0.2mM
A9,29946,ΔvirE12,4,Top,0.2mM,14.870075689222649,ΔvirE12_0.2mM
A10,35376,ΔvirE12,4,Top,0.2mM,15.110483309816226,ΔvirE12_0.2mM
A11,81164,ΔvirE12,4,Top,0.2mM,16.308552346639594,ΔvirE12_0.2mM
A12,152114,ΔvirE12,4,Top,0.2mM,17.214793413831124,ΔvirE12_0.2mM
B1,123229,ΔvirE12,4,Bottom,0.2mM,16.910982285930867,ΔvirE12_0.2mM
