Plant,Promoter,Conc,Day,RFP,Norm_RFP,RFP_log
Tobacco,TetR,Medium,3,842,441,8.784634845557521
Tobacco,TetR,High,3,1378,977,9.932214751968385
Tobacco,TetR,High,3,1406,1005,9.972979786066292
Tobacco,TetR,High,3,1492,1091,10.091435386323607
Tobacco,LacI,None,3,868,467,8.867278739709661
Tobacco,LacI,None,3,1905,1504,10.554588851677638
Tobacco,LacI,None,3,750,349,8.447083226209653
Tobacco,LacI,Medium,3,2505,2104,11.038918989292302
Tobacco,LacI,Medium,3,5874,5473,12.418116141207488
Tobacco,LacI,Medium,3,6057,5656,12.4655664048094
Tobacco,LacI,High,3,6362,5961,12.541338657970826
Tobacco,LacI,High,3,6410,6009,12.552909206533863
Tobacco,LacI,High,3,8878,8477,13.049338071751933
Tobacco,NahR,None,3,748,347,8.43879185257826
Tobacco,NahR,None,3,1141,740,9.531381460516313
Tobacco,NahR,None,3,545,144,7.169925001442312
Tobacco,NahR,Medium,3,1781,1380,10.430452551665532
Tobacco,NahR,Medium,3,2861,2460,11.264442600226602
Tobacco,NahR,Medium,3,1773,1372,10.422064766172813
Tobacco,NahR,High,3,3952,3551,11.79400964502097
Tobacco,NahR,High,3,5209,4808,12.231221180711186
Tobacco,NahR,High,3,3678,3277,11.67815995754276
Tobacco,Control,None,1,592,191,7.577428828035749
Tobacco,Control,None,1,450,49,5.614709844115208
Tobacco,Control,None,1,560,159,7.312882955284356
Tobacco,Control,None,1,524,123,6.94251450533924
Tobacco,Control,None,1,612,211,7.721099188707185
Tobacco,Control,None,1,399,-2,
Tobacco,Control,None,1,640,239,7.900866807980749
Tobacco,Control,None,1,690,289,8.174925682500678
Tobacco,Control,None,1,313,-88,
Tobacco,CuO,None,1,341,-60,
Tobacco,CuO,None,1,463,62,5.954196310386875
Tobacco,CuO,None,1,504,103,6.6865005271832185
Tobacco,CuO,Medium,1,438,37,5.20945336562895
Tobacco,CuO,Medium,1,382,-19,
Tobacco,CuO,Medium,1,377,-24,
Tobacco,CuO,High,1,829,428,8.741466986401146
Tobacco,CuO,High,1,1168,767,9.583082767502933
Tobacco,CuO,High,1,913,512,9.0
Tobacco,Jungle Express,None,1,524,123,6.94251450533924
Tobacco,Jungle Express,None,1,550,149,7.219168520462161
Tobacco,Jungle Express,None,1,637,236,7.882643049361842
Tobacco,Jungle Express,Medium,1,486,85,6.409390936137702
Tobacco,Jungle Express,Medium,1,680,279,8.124121311829187
Tobacco,Jungle Express,Medium,1,588,187,7.546894459887636
Tobacco,Jungle Express,High,1,440,39,5.285402218862249
Tobacco,Jungle Express,High,1,635,234,7.870364719583405
Tobacco,Jungle Express,High,1,584,183,7.515699838284043
Tobacco,TetR,None,1,540,139,7.118941072723508
Tobacco,TetR,None,1,564,163,7.348728154231077
Tobacco,TetR,None,1,677,276,8.108524456778168
Tobacco,TetR,Medium,1,1102,701,9.453270634010623
Tobacco,TetR,Medium,1,1425,1024,10.0
Tobacco,TetR,Medium,1,973,572,9.159871336778389
Tobacco,TetR,High,1,1728,1327,10.373952655370193
Tobacco,TetR,High,1,1322,921,9.847057346091336
Tobacco,TetR,High,1,1108,707,9.4655664048094
Tobacco,LacI,None,1,744,343,8.422064766172813
Tobacco,LacI,None,1,727,326,8.348728154231077
Tobacco,LacI,None,1,915,514,9.005624549193879
Tobacco,LacI,Medium,1,3943,3542,11.790348496751914
Tobacco,LacI,Medium,1,6232,5831,12.509527607423152
Tobacco,LacI,Medium,1,2904,2503,11.289442575688332
Tobacco,LacI,High,1,5368,4967,12.278159031437237
Tobacco,LacI,High,1,5508,5107,12.318260343712415
Tobacco,LacI,High,1,5902,5501,12.425478187645329
Tobacco,NahR,None,1,653,252,7.977279923499917
Tobacco,NahR,None,1,585,184,7.523561956057013
Tobacco,NahR,None,1,1220,819,9.677719641641009
Tobacco,NahR,Medium,1,1360,959,9.905387005018131
Tobacco,NahR,Medium,1,1627,1226,10.259743263690781
Tobacco,NahR,Medium,1,1248,847,9.726218159332198
Tobacco,NahR,High,1,5538,5137,12.32671035834696
Tobacco,NahR,High,1,3754,3353,11.711236767793784
Tobacco,NahR,High,1,5446,5045,12.30063855399372
Tobacco,Control,None,3,552,151,7.2384047393250786
Tobacco,Control,None,3,540,139,7.118941072723508
Tobacco,Control,None,3,520,119,6.894817763307944
Tobacco,Control,None,3,494,93,6.539158811108031
Tobacco,Control,None,3,478,77,6.266786540694901
Tobacco,Control,None,3,416,15,3.9068905956085187
Tobacco,Control,None,3,416,15,3.9068905956085187
Tobacco,Control,None,3,450,49,5.614709844115208
Tobacco,Control,None,3,376,-25,
Tobacco,CuO,None,3,627,226,7.820178962415188
Tobacco,CuO,None,3,367,-34,
Tobacco,CuO,None,3,567,166,7.3750394313469245
Tobacco,CuO,Medium,3,651,250,7.965784284662087
Tobacco,CuO,Medium,3,501,100,6.643856189774724
Tobacco,CuO,Medium,3,431,30,4.906890595608519
Tobacco,CuO,High,3,724,323,8.335390354693924
Tobacco,CuO,High,3,917,516,9.011227255423254
Tobacco,CuO,High,3,770,369,8.527477006060396
Tobacco,Jungle Express,None,3,668,267,8.060695931687555
Tobacco,Jungle Express,None,3,583,182,7.507794640198696
Tobacco,Jungle Express,None,3,293,-108,
Tobacco,Jungle Express,Medium,3,585,184,7.523561956057013
Tobacco,Jungle Express,Medium,3,433,32,5.0
Tobacco,Jungle Express,Medium,3,791,390,8.60733031374961
Tobacco,Jungle Express,High,3,579,178,7.475733430966398
Tobacco,Jungle Express,High,3,761,360,8.491853096329674
Tobacco,Jungle Express,High,3,492,91,6.507794640198696
Tobacco,TetR,None,3,592,191,7.577428828035749
Tobacco,TetR,None,3,433,32,5.0
Tobacco,TetR,None,3,535,134,7.066089190457772
Tobacco,TetR,Medium,3,976,575,9.167418145831737
Tobacco,TetR,Medium,3,1549,1148,10.164906926675688
Tobacco,TetR,Medium,3,896,495,8.951284714966972
Tobacco,TetR,High,3,1589,1188,10.214319120800766
Tobacco,TetR,High,3,1839,1438,10.489847960439297
Tobacco,TetR,High,3,1665,1264,10.303780748177102
Tobacco,LacI,None,3,725,324,8.339850002884624
Tobacco,LacI,None,3,732,331,8.370687406807217
Tobacco,LacI,None,3,792,391,8.611024797307353
Tobacco,LacI,Medium,3,2234,1833,10.839991070539886
Tobacco,LacI,Medium,3,8639,8238,13.008078410868256
Tobacco,LacI,Medium,3,6088,5687,12.473452088952232
Tobacco,LacI,High,3,9557,9156,13.160501747555687
Tobacco,LacI,High,3,7765,7364,12.846273911349906
Tobacco,LacI,High,3,9760,9359,13.192138672150957
Tobacco,NahR,None,3,759,358,8.483815777264256
Tobacco,NahR,None,3,2246,1845,10.849405100947758
Tobacco,NahR,None,3,646,245,7.936637939002571
Tobacco,NahR,Medium,3,1758,1357,10.406205005418855
Tobacco,NahR,Medium,3,1789,1388,10.43879185257826
Tobacco,NahR,Medium,3,1568,1167,10.188588845707349
Tobacco,NahR,High,3,3740,3339,11.705200378063116
Tobacco,NahR,High,3,4580,4179,12.02894204332241
Tobacco,NahR,High,3,2799,2398,11.227615943414223
Tobacco,Control,None,1,517,116,6.857980995127572
Tobacco,Control,None,1,502,101,6.658211482751795
Tobacco,Control,None,1,456,55,5.78135971352466
Tobacco,Control,None,1,406,5,2.321928094887362
Tobacco,Control,None,1,504,103,6.6865005271832185
Tobacco,Control,None,1,386,-15,
Tobacco,Control,None,1,384,-17,
Tobacco,Control,None,1,422,21,4.392317422778761
Tobacco,Control,None,1,627,226,7.820178962415188
Tobacco,CuO,None,1,440,39,5.285402218862249
Tobacco,CuO,None,1,528,127,6.9886846867721655
Tobacco,CuO,None,1,378,-23,
Tobacco,CuO,Medium,1,819,418,8.707359132080883
Tobacco,CuO,Medium,1,332,-69,
Tobacco,CuO,Medium,1,442,41,5.357552004618084
Tobacco,CuO,High,1,1118,717,9.485829308701904
Tobacco,CuO,High,1,1230,829,9.69522829149575
Tobacco,CuO,High,1,817,416,8.700439718141093
Tobacco,Jungle Express,None,1,534,133,7.05528243550119
Tobacco,Jungle Express,None,1,706,305,8.252665432450248
Tobacco,Jungle Express,None,1,408,7,2.807354922057604
Tobacco,Jungle Express,Medium,1,609,208,7.700439718141092
Tobacco,Jungle Express,Medium,1,376,-25,
Tobacco,Jungle Express,Medium,1,546,145,7.1799090900149345
Tobacco,Jungle Express,High,1,469,68,6.087462841250339
Tobacco,Jungle Express,High,1,519,118,6.882643049361842
Tobacco,Jungle Express,High,1,469,68,6.087462841250339
Tobacco,TetR,None,1,466,65,6.022367813028454
Tobacco,TetR,None,1,511,110,6.78135971352466
Tobacco,TetR,None,1,497,96,6.584962500721156
Tobacco,TetR,Medium,1,1004,603,9.236014191900084
Tobacco,TetR,Medium,1,989,588,9.199672344836364
Tobacco,TetR,Medium,1,1029,628,9.294620748891626
Tobacco,TetR,High,1,1700,1299,10.34318571544788
Tobacco,TetR,High,1,2106,1705,10.735556023911535
Tobacco,TetR,High,1,926,525,9.036173612553485
Tobacco,LacI,None,1,492,91,6.507794640198696
Tobacco,LacI,None,1,729,328,8.357552004618084
Tobacco,LacI,None,1,711,310,8.276124405274238
Tobacco,LacI,Medium,1,3581,3180,11.634811050171718
Tobacco,LacI,Medium,1,5569,5168,12.335390354693924
Tobacco,LacI,Medium,1,2667,2266,11.145932145820515
Tobacco,LacI,High,1,5278,4877,12.251778257035868
Tobacco,LacI,High,1,4387,3986,11.960725994839057
Tobacco,LacI,High,1,5977,5576,12.445014845868423
Tobacco,NahR,None,1,620,219,7.774787059601174
Tobacco,NahR,None,1,689,288,8.169925001442312
Tobacco,NahR,None,1,754,353,8.46352437327118
Tobacco,NahR,Medium,1,1221,820,9.679480099505446
Tobacco,NahR,Medium,1,1779,1378,10.428360172704291
Tobacco,NahR,Medium,1,1454,1053,10.040289721025717
Tobacco,NahR,High,1,2760,2359,11.203959703239462
Tobacco,NahR,High,1,2810,2409,11.23421867823847
Tobacco,NahR,High,1,2518,2117,11.047805554007589
Tobacco,Control,None,3,432,31,4.954196310386875
Tobacco,Control,None,3,639,238,7.894817763307944
Tobacco,Control,None,3,572,171,7.417852514885898
Tobacco,Control,None,3,595,194,7.599912842187128
Tobacco,Control,None,3,476,75,6.22881869049588
Tobacco,Control,None,3,354,-47,
Tobacco,Control,None,3,518,117,6.870364719583405
Tobacco,Control,None,3,452,51,5.672425341971495
Tobacco,Control,None,3,375,-26,
Tobacco,CuO,None,3,464,63,5.977279923499917
Tobacco,CuO,None,3,560,159,7.312882955284356
Tobacco,CuO,None,3,486,85,6.409390936137702
Tobacco,CuO,Medium,3,635,234,7.870364719583405
Tobacco,CuO,Medium,3,476,75,6.22881869049588
Tobacco,CuO,Medium,3,341,-60,
Tobacco,CuO,High,3,694,293,8.194756854422248
Tobacco,CuO,High,3,1492,1091,10.091435386323607
Tobacco,CuO,High,3,980,579,9.177419537989236
Tobacco,Jungle Express,None,3,649,248,7.954196310386875
Tobacco,Jungle Express,None,3,514,113,6.820178962415188
Tobacco,Jungle Express,None,3,410,9,3.169925001442312
Tobacco,Jungle Express,Medium,3,701,300,8.228818690495881
Tobacco,Jungle Express,Medium,3,705,304,8.247927513443585
Tobacco,Jungle Express,Medium,3,519,118,6.882643049361842
Tobacco,Jungle Express,High,3,562,161,7.330916878114617
Tobacco,Jungle Express,High,3,806,405,8.661778097771988
Tobacco,Jungle Express,High,3,695,294,8.199672344836364
Tobacco,TetR,None,3,620,219,7.774787059601174
Tobacco,TetR,None,3,413,12,3.584962500721156
Tobacco,TetR,None,3,507,106,6.727920454563199
Tobacco,TetR,Medium,3,1305,904,9.820178962415188
Tobacco,TetR,Medium,3,1058,657,9.35974956032233
Tobacco,TetR,Medium,3,958,557,9.121533517340032
Tobacco,TetR,High,3,1421,1020,9.994353436858859
Tobacco,TetR,High,3,1773,1372,10.422064766172813
Tobacco,TetR,High,3,1233,832,9.700439718141093
Tobacco,LacI,None,3,1657,1256,10.294620748891626
Tobacco,LacI,None,3,738,337,8.396604781181859
Tobacco,LacI,None,3,703,302,8.238404739325079
Tobacco,LacI,Medium,3,4340,3939,11.943613701614042
Tobacco,LacI,Medium,3,6531,6130,12.581671358578143
Tobacco,LacI,Medium,3,4681,4280,12.06339508128851
Tobacco,LacI,High,3,6819,6418,12.647908074281807
Tobacco,LacI,High,3,7928,7527,12.877859256130328
Tobacco,LacI,High,3,9668,9267,13.177886656348793
Tobacco,NahR,None,3,1055,654,9.353146825498083
Tobacco,NahR,None,3,925,524,9.03342300153745
Tobacco,NahR,None,3,843,442,8.787902559391432
Tobacco,NahR,Medium,3,1821,1420,10.471675214392045
Tobacco,NahR,Medium,3,2689,2288,11.159871336778389
Tobacco,NahR,Medium,3,1566,1165,10.186114239541643
Tobacco,NahR,High,3,4430,4029,11.9762060901486
Tobacco,NahR,High,3,4687,4286,12.065416134676548
Tobacco,NahR,High,3,3047,2646,11.369597346278677
Tobacco,Control,None,1,446,45,5.491853096329675
Tobacco,Control,None,1,626,225,7.813781191217037
Tobacco,Control,None,1,419,18,4.169925001442312
Tobacco,Control,None,1,507,106,6.727920454563199
Tobacco,Control,None,1,508,107,6.741466986401147
Tobacco,Control,None,1,371,-30,
Tobacco,Control,None,1,273,-128,
Tobacco,Control,None,1,397,-4,
Tobacco,Control,None,1,406,5,2.321928094887362
Tobacco,CuO,None,1,468,67,6.066089190457772
Tobacco,CuO,None,1,548,147,7.199672344836364
Tobacco,CuO,None,1,412,11,3.4594316186372973
Tobacco,CuO,Medium,1,623,222,7.794415866350106
Tobacco,CuO,Medium,1,329,-72,
Tobacco,CuO,Medium,1,496,95,6.569855608330948
Tobacco,CuO,High,1,1428,1027,10.004220466318195
Tobacco,CuO,High,1,1447,1046,10.030667136246942
Tobacco,CuO,High,1,787,386,8.59245703726808
Tobacco,Jungle Express,None,1,509,108,6.754887502163468
Tobacco,Jungle Express,None,1,517,116,6.857980995127572
Tobacco,Jungle Express,None,1,489,88,6.459431618637297
Tobacco,Jungle Express,Medium,1,512,111,6.794415866350106
Tobacco,Jungle Express,Medium,1,494,93,6.539158811108031
Tobacco,Jungle Express,Medium,1,562,161,7.330916878114617
Tobacco,Jungle Express,High,1,592,191,7.577428828035749
Tobacco,Jungle Express,High,1,621,220,7.78135971352466
Tobacco,Jungle Express,High,1,749,348,8.442943495848729
Tobacco,TetR,None,1,526,125,6.965784284662087
Tobacco,TetR,None,1,610,209,7.7073591320808825
Tobacco,TetR,None,1,564,163,7.348728154231077
Tobacco,TetR,Medium,1,1032,631,9.30149619498255
Tobacco,TetR,Medium,1,1158,757,9.564149489985732
Tobacco,TetR,Medium,1,903,502,8.971543553950772
Tobacco,TetR,High,1,2098,1697,10.728770849542663
Tobacco,TetR,High,1,1919,1518,10.567956075415466
Tobacco,TetR,High,1,1920,1519,10.568906154502084
Tobacco,LacI,None,1,1391,990,9.951284714966972
Tobacco,LacI,None,1,1210,809,9.659995892429977
Tobacco,LacI,None,1,1366,965,9.914385132155443
Tobacco,LacI,Medium,1,2974,2573,11.3292357417338
Tobacco,LacI,Medium,1,3138,2737,11.418379719364957
Tobacco,LacI,Medium,1,2812,2411,11.235415935602527
Tobacco,LacI,High,1,4658,4257,12.055621374781708
Tobacco,LacI,High,1,4850,4449,12.119265383175787
Tobacco,LacI,High,1,6928,6527,12.672204323964033
Tobacco,NahR,None,1,735,334,8.383704292474052
Tobacco,NahR,None,1,679,278,8.118941072723507
Tobacco,NahR,None,1,637,236,7.882643049361842
Tobacco,NahR,Medium,1,1354,953,9.896332403909941
Tobacco,NahR,Medium,1,1269,868,9.761551232444479
Tobacco,NahR,Medium,1,1438,1037,10.018200178813226
Tobacco,NahR,High,1,4627,4226,12.04507705193494
Tobacco,NahR,High,1,3607,3206,11.646558710154547
Tobacco,NahR,High,1,4710,4309,12.073137383110383
Tobacco,Control,None,3,461,60,5.906890595608519
Tobacco,Control,None,3,534,133,7.05528243550119
Tobacco,Control,None,3,503,102,6.672425341971495
Tobacco,Control,None,3,479,78,6.285402218862249
Tobacco,Control,None,3,391,-10,
Tobacco,Control,None,3,458,57,5.832890014164741
Tobacco,Control,None,3,383,-18,
Tobacco,Control,None,3,415,14,3.807354922057604
Tobacco,Control,None,3,363,-38,
Tobacco,CuO,None,3,482,81,6.339850002884624
Tobacco,CuO,None,3,208,-193,
Tobacco,CuO,None,3,435,34,5.087462841250339
Tobacco,CuO,Medium,3,606,205,7.679480099505446
Tobacco,CuO,Medium,3,489,88,6.459431618637297
Tobacco,CuO,Medium,3,492,91,6.507794640198696
Tobacco,CuO,High,3,724,323,8.335390354693924
Tobacco,CuO,High,3,1143,742,9.535275376620802
Tobacco,CuO,High,3,704,303,8.243173983472952
Tobacco,Jungle Express,None,3,512,111,6.794415866350106
Tobacco,Jungle Express,None,3,670,269,8.071462362556623
Tobacco,Jungle Express,None,3,420,19,4.247927513443585
Tobacco,Jungle Express,Medium,3,493,92,6.523561956057013
Tobacco,Jungle Express,Medium,3,670,269,8.071462362556623
Tobacco,Jungle Express,Medium,3,503,102,6.672425341971495
Tobacco,Jungle Express,High,3,674,273,8.092757140919852
Tobacco,Jungle Express,High,3,621,220,7.78135971352466
Tobacco,Jungle Express,High,3,832,431,8.751544059089099
Tobacco,TetR,None,3,596,195,7.60733031374961
Tobacco,TetR,None,3,502,101,6.658211482751795
Tobacco,TetR,None,3,495,94,6.554588851677638
Tobacco,TetR,Medium,3,1091,690,9.430452551665532
Tobacco,TetR,Medium,3,959,558,9.124121311829187
Tobacco,TetR,Medium,3,1039,638,9.31741261376487
Tobacco,TetR,High,3,1569,1168,10.189824558880018
Tobacco,TetR,High,3,1303,902,9.81698362325538
Tobacco,TetR,High,3,1478,1077,10.072802534544207
Tobacco,LacI,None,3,693,292,8.189824558880018
Tobacco,LacI,None,3,832,431,8.751544059089099
Tobacco,LacI,None,3,860,459,8.842350343413807
Tobacco,LacI,Medium,3,3016,2615,11.352595231134304
Tobacco,LacI,Medium,3,6091,5690,12.474212937193943
Tobacco,LacI,Medium,3,3993,3592,11.810571634741146
Tobacco,LacI,High,3,6154,5753,12.490098754884238
Tobacco,LacI,High,3,6623,6222,12.603162679534382
Tobacco,LacI,High,3,8803,8402,13.036517070486518
Tobacco,NahR,None,3,1036,635,9.310612781659529
Tobacco,NahR,None,3,697,296,8.20945336562895
Tobacco,NahR,None,3,673,272,8.087462841250339
Tobacco,NahR,Medium,3,2254,1853,10.855647166027266
Tobacco,NahR,Medium,3,3093,2692,11.394462694610317
Tobacco,NahR,Medium,3,1660,1259,10.298062567719017
Tobacco,NahR,High,3,3943,3542,11.790348496751914
Tobacco,NahR,High,3,4653,4252,12.053925881531105
Tobacco,NahR,High,3,3770,3369,11.718104713121757
Arabidopsis,LacI,None,1,661,350,8.451211111832329
Arabidopsis,LacI,None,1,639,328,8.357552004618084
Arabidopsis,LacI,None,1,387,76,6.247927513443585
Arabidopsis,LacI,None,1,952,641,9.324180546618742
Arabidopsis,LacI,None,1,650,339,8.405141463136344
Arabidopsis,LacI,None,1,538,227,7.826548487290915
Arabidopsis,LacI,None,1,490,179,7.483815777264256
Arabidopsis,LacI,None,1,445,134,7.066089190457772
Arabidopsis,LacI,None,1,873,562,9.134426320220927
Arabidopsis,LacI,None,1,512,201,7.651051691178929
Arabidopsis,LacI,None,1,542,231,7.851749041416057
Arabidopsis,LacI,None,1,491,180,7.491853096329675
Arabidopsis,LacI,Medium,1,802,491,8.939579214314692
Arabidopsis,LacI,Medium,1,3654,3343,11.706927639617403
Arabidopsis,LacI,Medium,1,1514,1203,10.232420927176076
Arabidopsis,LacI,Medium,1,1383,1072,10.066089190457772
Arabidopsis,LacI,Medium,1,1592,1281,10.323054760341646
Arabidopsis,LacI,Medium,1,568,257,8.005624549193879
Arabidopsis,LacI,Medium,1,1225,914,9.83605035505807
Arabidopsis,LacI,Medium,1,1422,1111,10.117643101389092
Arabidopsis,LacI,Medium,1,894,583,9.187352073200497
Arabidopsis,LacI,Medium,1,1020,709,9.469641817239516
Arabidopsis,LacI,Medium,1,1334,1023,9.99859042974533
Arabidopsis,LacI,Medium,1,952,641,9.324180546618742
Arabidopsis,LacI,High,1,1280,969,9.92035285541508
Arabidopsis,LacI,High,1,653,342,8.417852514885897
Arabidopsis,LacI,High,1,1852,1541,10.589651146514786
Arabidopsis,LacI,High,1,1362,1051,10.037546953962178
Arabidopsis,LacI,High,1,1701,1390,10.44086916761087
Arabidopsis,LacI,High,1,699,388,8.599912842187127
Arabidopsis,LacI,High,1,997,686,9.422064766172813
Arabidopsis,LacI,High,1,1770,1459,10.510764167917891
Arabidopsis,LacI,High,1,1245,934,9.867278739709661
Arabidopsis,LacI,High,1,1175,864,9.754887502163468
Arabidopsis,LacI,High,1,658,347,8.43879185257826
Arabidopsis,LacI,High,1,588,277,8.113742166049189
Arabidopsis,TetR,None,1,401,90,6.491853096329675
Arabidopsis,TetR,None,1,315,4,2.0
Arabidopsis,TetR,None,1,730,419,8.710806433699352
Arabidopsis,TetR,None,1,464,153,7.257387842692652
Arabidopsis,TetR,None,1,726,415,8.696967526234287
Arabidopsis,TetR,None,1,280,-31,
Arabidopsis,TetR,None,1,274,-37,
Arabidopsis,TetR,None,1,626,315,8.29920801838728
Arabidopsis,TetR,None,1,279,-32,
Arabidopsis,TetR,None,1,638,327,8.353146825498083
Arabidopsis,TetR,None,1,433,122,6.930737337562887
Arabidopsis,TetR,None,1,262,-49,
Arabidopsis,TetR,Medium,1,462,151,7.2384047393250786
Arabidopsis,TetR,Medium,1,748,437,8.7714894695006
Arabidopsis,TetR,Medium,1,403,92,6.523561956057013
Arabidopsis,TetR,Medium,1,865,554,9.113742166049189
Arabidopsis,TetR,Medium,1,489,178,7.475733430966398
Arabidopsis,TetR,Medium,1,366,55,5.78135971352466
Arabidopsis,TetR,Medium,1,687,376,8.554588851677638
Arabidopsis,TetR,Medium,1,664,353,8.46352437327118
Arabidopsis,TetR,Medium,1,702,391,8.611024797307353
Arabidopsis,TetR,Medium,1,342,31,4.954196310386875
Arabidopsis,TetR,Medium,1,773,462,8.851749041416058
Arabidopsis,TetR,Medium,1,794,483,8.915879378835774
Arabidopsis,TetR,High,1,612,301,8.233619676759702
Arabidopsis,TetR,High,1,874,563,9.13699111208023
Arabidopsis,TetR,High,1,1015,704,9.459431618637296
Arabidopsis,TetR,High,1,981,670,9.388017285345136
Arabidopsis,TetR,High,1,1356,1045,10.029287226968245
Arabidopsis,TetR,High,1,1042,731,9.513727595952437
Arabidopsis,TetR,High,1,966,655,9.355351096424812
Arabidopsis,TetR,High,1,724,413,8.689997971419446
Arabidopsis,TetR,High,1,1100,789,9.623881490013458
Arabidopsis,TetR,High,1,868,557,9.121533517340032
Arabidopsis,TetR,High,1,1084,773,9.594324603924848
Arabidopsis,TetR,High,1,840,529,9.047123912114026
Arabidopsis,NahR,None,1,859,548,9.098032082960527
Arabidopsis,NahR,None,1,830,519,9.019590728357882
Arabidopsis,NahR,None,1,948,637,9.3151495622563
Arabidopsis,NahR,None,1,290,-21,
Arabidopsis,NahR,None,1,1556,1245,10.281930026955443
Arabidopsis,NahR,None,1,1100,789,9.623881490013458
Arabidopsis,NahR,None,1,1492,1181,10.205793249397157
Arabidopsis,NahR,None,1,2230,1919,10.90613899619538
Arabidopsis,NahR,None,1,1940,1629,10.669770888525518
Arabidopsis,NahR,None,1,368,57,5.832890014164741
Arabidopsis,NahR,None,1,1785,1474,10.52552080909507
Arabidopsis,NahR,None,1,1976,1665,10.701306461958625
Arabidopsis,NahR,Medium,1,2301,1990,10.958552715431011
Arabidopsis,NahR,Medium,1,3096,2785,11.443461612227393
Arabidopsis,NahR,Medium,1,1250,939,9.874981347653774
Arabidopsis,NahR,Medium,1,1886,1575,10.621136113274641
Arabidopsis,NahR,Medium,1,1652,1341,10.389093521904474
Arabidopsis,NahR,Medium,1,1010,699,9.449148645375436
Arabidopsis,NahR,Medium,1,3145,2834,11.468624042918018
Arabidopsis,NahR,Medium,1,1268,957,9.902375114486025
Arabidopsis,NahR,Medium,1,2347,2036,10.991521846075695
Arabidopsis,NahR,Medium,1,4777,4466,12.124767535822473
Arabidopsis,NahR,Medium,1,3306,2995,11.548340287676147
Arabidopsis,NahR,Medium,1,4429,4118,12.007728114632254
Arabidopsis,NahR,High,1,2589,2278,11.153552031708111
Arabidopsis,NahR,High,1,1744,1433,10.484822894262146
Arabidopsis,NahR,High,1,2185,1874,10.871905237659186
Arabidopsis,NahR,High,1,1339,1028,10.005624549193879
Arabidopsis,NahR,High,1,2389,2078,11.020979938904212
Arabidopsis,NahR,High,1,1165,854,9.73809225962049
Arabidopsis,NahR,High,1,365,54,5.754887502163468
Arabidopsis,NahR,High,1,2165,1854,10.85642552862553
Arabidopsis,NahR,High,1,2466,2155,11.07347215397646
Arabidopsis,NahR,High,1,253,-58,
Arabidopsis,NahR,High,1,3938,3627,11.82456102997028
Arabidopsis,NahR,High,1,2519,2208,11.108524456778168
Arabidopsis,Jungle Express,None,1,496,185,7.531381460516312
Arabidopsis,Jungle Express,None,1,527,216,7.754887502163468
Arabidopsis,Jungle Express,None,1,516,205,7.679480099505446
Arabidopsis,Jungle Express,None,1,315,4,2.0
Arabidopsis,Jungle Express,None,1,593,282,8.139551352398794
Arabidopsis,Jungle Express,None,1,419,108,6.754887502163468
Arabidopsis,Jungle Express,None,1,420,109,6.768184324776926
Arabidopsis,Jungle Express,None,1,374,63,5.977279923499917
Arabidopsis,Jungle Express,None,1,415,104,6.700439718141092
Arabidopsis,Jungle Express,None,1,504,193,7.592457037268081
Arabidopsis,Jungle Express,None,1,568,257,8.005624549193879
Arabidopsis,Jungle Express,None,1,445,134,7.066089190457772
Arabidopsis,Jungle Express,Medium,1,259,-52,
Arabidopsis,Jungle Express,Medium,1,320,9,3.169925001442312
Arabidopsis,Jungle Express,Medium,1,293,-18,
Arabidopsis,Jungle Express,Medium,1,378,67,6.066089190457772
Arabidopsis,Jungle Express,Medium,1,367,56,5.807354922057604
Arabidopsis,Jungle Express,Medium,1,320,9,3.169925001442312
Arabidopsis,Jungle Express,Medium,1,630,319,8.31741261376487
Arabidopsis,Jungle Express,Medium,1,328,17,4.087462841250339
Arabidopsis,Jungle Express,Medium,1,380,69,6.108524456778169
Arabidopsis,Jungle Express,Medium,1,513,202,7.658211482751795
Arabidopsis,Jungle Express,Medium,1,647,336,8.39231742277876
Arabidopsis,Jungle Express,Medium,1,408,97,6.599912842187128
Arabidopsis,Jungle Express,High,1,450,139,7.118941072723508
Arabidopsis,Jungle Express,High,1,412,101,6.658211482751795
Arabidopsis,Jungle Express,High,1,345,34,5.087462841250339
Arabidopsis,Jungle Express,High,1,447,136,7.087462841250339
Arabidopsis,Jungle Express,High,1,373,62,5.954196310386875
Arabidopsis,Jungle Express,High,1,353,42,5.392317422778761
Arabidopsis,Jungle Express,High,1,452,141,7.139551352398794
Arabidopsis,Jungle Express,High,1,497,186,7.539158811108031
Arabidopsis,Jungle Express,High,1,536,225,7.813781191217037
Arabidopsis,Jungle Express,High,1,677,366,8.515699838284043
Arabidopsis,Jungle Express,High,1,510,199,7.636624620543649
Arabidopsis,Jungle Express,High,1,385,74,6.20945336562895
Arabidopsis,CuO,None,1,281,-30,
Arabidopsis,CuO,None,1,257,-54,
Arabidopsis,CuO,None,1,489,178,7.475733430966398
Arabidopsis,CuO,None,1,333,22,4.459431618637297
Arabidopsis,CuO,None,1,464,153,7.257387842692652
Arabidopsis,CuO,None,1,331,20,4.321928094887363
Arabidopsis,CuO,None,1,282,-29,
Arabidopsis,CuO,None,1,493,182,7.507794640198696
Arabidopsis,CuO,None,1,380,69,6.108524456778169
Arabidopsis,CuO,None,1,350,39,5.285402218862249
Arabidopsis,CuO,None,1,313,2,1.0
Arabidopsis,CuO,None,1,373,62,5.954196310386875
