Well,GFP,Strain,Plant,Leaf,GFP_log
D12,84013,ΔvirD4,6,Bottom,16.358324964397976
E1,165788,ΔvirD4,7,Top,17.338980060480228
E2,135959,ΔvirD4,7,Top,17.052812130217305
E3,197541,ΔvirD4,7,Top,17.591792592829613
E4,169567,ΔvirD4,7,Top,17.371495903956344
E5,72029,ΔvirD4,7,Bottom,16.13629025461423
E6,75515,ΔvirD4,7,Bottom,16.20447562367176
E7,67150,ΔvirD4,7,Bottom,16.035099779202167
E8,79325,ΔvirD4,7,Bottom,16.275487995692362
E9,223917,ΔvirD4,8,Top,17.772604537619102
E10,182418,ΔvirD4,8,Top,17.47688856813617
E11,202226,ΔvirD4,8,Top,17.62560896949991
E12,145152,ΔvirD4,8,Top,17.14720492494223
F1,180465,ΔvirD4,8,Bottom,17.461359537462634
F2,80291,ΔvirD4,8,Bottom,16.292950661400905
F3,95120,ΔvirD4,8,Bottom,16.537461094633017
F4,132727,ΔvirD4,8,Bottom,17.01810235534726
F5,344116,ΔvirD5,1,Top,18.39253544754632
F6,340470,ΔvirD5,1,Top,18.37716815737905
F7,262323,ΔvirD5,1,Top,18.00098478044318
F8,273246,ΔvirD5,1,Top,18.059840851130325
F9,213388,ΔvirD5,1,Bottom,17.703119522074
F10,299964,ΔvirD5,1,Bottom,18.194429841364826
F11,281718,ΔvirD5,1,Bottom,18.103892220191213
F12,230133,ΔvirD5,1,Bottom,17.812108348580026
G1,151972,ΔvirD5,2,Top,17.21344601401201
G2,147700,ΔvirD5,2,Top,17.172310300539515
G3,293674,ΔvirD5,2,Top,18.16385601884842
G4,144869,ΔvirD5,2,Top,17.144389385197478
G5,91431,ΔvirD5,2,Bottom,16.48039577856992
G6,79765,ΔvirD5,2,Bottom,16.283468226210264
G7,125149,ΔvirD5,2,Bottom,16.933287237689946
G8,113232,ΔvirD5,2,Bottom,16.78892220396062
G9,462365,ΔvirD5,3,Top,18.81867266760945
G10,312789,ΔvirD5,3,Top,18.254830252029347
G11,254036,ΔvirD5,3,Top,17.954673433407653
G12,227512,ΔvirD5,3,Top,17.79558311594119
H1,402040,ΔvirD5,3,Bottom,18.616979520444975
H2,430312,ΔvirD5,3,Bottom,18.715023547349332
H3,202801,ΔvirD5,3,Bottom,17.6297052406414
H4,193440,ΔvirD5,3,Bottom,17.561526624136487
H5,183057,ΔvirD5,4,Top,17.481933417006864
H6,343209,ΔvirD5,4,Top,18.38872785969013
H7,204442,ΔvirD5,4,Top,17.641332084446407
H8,238129,ΔvirD5,4,Top,17.86138380108664
H9,152968,ΔvirD5,4,Bottom,17.222870355656543
H10,114271,ΔvirD5,4,Bottom,16.802099793434206
H11,276050,ΔvirD5,4,Bottom,18.074570075566665
H12,91528,ΔvirD5,4,Bottom,16.481925535860658
A1,514024,ΔvirD5,5,Top,18.971476195475905
A2,354255,ΔvirD5,5,Top,18.43442869010459
A3,337954,ΔvirD5,5,Top,18.36646736447036
A4,232943,ΔvirD5,5,Top,17.82961745215933
A5,242018,ΔvirD5,5,Bottom,17.884754825841693
A6,167536,ΔvirD5,5,Bottom,17.354111608460833
A7,237392,ΔvirD5,5,Bottom,17.85691179208387
A8,324706,ΔvirD5,5,Bottom,18.308774517792777
A9,411583,ΔvirD5,6,Top,18.650823868908258
A10,204831,ΔvirD5,6,Top,17.64407454993962
A11,254703,ΔvirD5,6,Top,17.958456426823297
A12,131177,ΔvirD5,6,Top,17.001155260743705
B1,236396,ΔvirD5,6,Bottom,17.850846098662128
B2,329693,ΔvirD5,6,Bottom,18.330763730651984
B3,271165,ΔvirD5,6,Bottom,18.04881145237637
B4,222521,ΔvirD5,6,Bottom,17.76358196856628
B5,113101,ΔvirD5,7,Top,16.787252159632477
B6,316848,ΔvirD5,7,Top,18.273431383453858
B7,210164,ΔvirD5,7,Top,17.681156038744092
B8,276569,ΔvirD5,7,Top,18.077279931530224
B9,209148,ΔvirD5,7,Bottom,17.674164676559915
B10,246945,ΔvirD5,7,Bottom,17.91383023259139
B11,194243,ΔvirD5,7,Bottom,17.567503083122553
B12,253016,ΔvirD5,7,Bottom,17.94886909410258
C1,181271,ΔvirD5,8,Top,17.467788613514074
C2,255394,ΔvirD5,8,Top,17.962365106478526
C3,216863,ΔvirD5,8,Top,17.72642440356533
C4,327149,ΔvirD5,8,Top,18.319588335241335
C5,159833,ΔvirD5,8,Bottom,17.286205780207144
C6,96873,ΔvirD5,8,Bottom,16.563806999844417
C7,119001,ΔvirD5,8,Bottom,16.86061417140683
C8,170404,ΔvirD5,8,Bottom,17.37859967568385
C9,270046,ΔvirE12,1,Top,18.042845653265864
C10,365235,ΔvirE12,1,Top,18.478465497992655
C11,319799,ΔvirE12,1,Top,18.286805902006474
C12,295174,ΔvirE12,1,Top,18.171206123602648
D1,63594,ΔvirE12,1,Bottom,15.956603035332964
D2,166461,ΔvirE12,1,Bottom,17.344824683581813
D3,183462,ΔvirE12,1,Bottom,17.48512174683079
D4,211112,ΔvirE12,1,Bottom,17.68764906093073
D5,346113,ΔvirE12,2,Top,18.400883604565735
D6,357167,ΔvirE12,2,Top,18.44623926504246
D7,342882,ΔvirE12,2,Top,18.38735264469943
D8,352228,ΔvirE12,2,Top,18.42615007371242
D9,163239,ΔvirE12,2,Bottom,17.316626252241395
D10,118029,ΔvirE12,2,Bottom,16.848781851107816
D11,184314,ΔvirE12,2,Bottom,17.491806132836096
D12,316598,ΔvirE12,2,Bottom,18.272292616206297
E1,379402,ΔvirE12,3,Top,18.533367758306063
E2,452408,ΔvirE12,3,Top,18.787264915387624
E3,450754,ΔvirE12,3,Top,18.781980768655846
E4,481429,ΔvirE12,3,Top,18.876963522971387
E5,219813,ΔvirE12,3,Bottom,17.74591718593289
E6,53574,ΔvirE12,3,Bottom,15.709245395687757
E7,106873,ΔvirE12,3,Bottom,16.705537896380797
E8,152482,ΔvirE12,3,Bottom,17.218279421745617
E9,307182,ΔvirE12,4,Top,18.228734155106682
E10,234988,ΔvirE12,4,Top,17.842227559812095
E11,93895,ΔvirE12,4,Top,16.518760714560944
E12,465631,ΔvirE12,4,Top,18.82882758521194
F1,142919,ΔvirE12,4,Bottom,17.124838199013578
F2,64667,ΔvirE12,4,Bottom,15.980742062681268
F3,81729,ΔvirE12,4,Bottom,16.31856046199098
F4,10714,ΔvirE12,4,Bottom,13.38720958071964
F5,442030,ΔvirE12,5,Top,18.753784761208465
F6,442314,ΔvirE12,5,Top,18.754711381179195
F7,360603,ΔvirE12,5,Top,18.46005187361172
F8,223527,ΔvirE12,5,Top,17.770089580625907
F9,349499,ΔvirE12,5,Bottom,18.41492880214881
F10,395685,ΔvirE12,5,Bottom,18.59399284974037
F11,437502,ΔvirE12,5,Bottom,18.738930086544034
F12,191229,ΔvirE12,5,Bottom,17.54494179997113
G1,316535,ΔvirE12,6,Top,18.272005505005726
G2,382750,ΔvirE12,6,Top,18.546042852161875
G3,313983,ΔvirE12,6,Top,18.26032692374596
G4,408876,ΔvirE12,6,Top,18.641303857190668
G5,103917,ΔvirE12,6,Bottom,16.665072161493864
G6,201116,ΔvirE12,6,Bottom,17.61766833580374
G7,152427,ΔvirE12,6,Bottom,17.21775895020749
G8,240451,ΔvirE12,6,Bottom,17.875383400617327
G9,335144,ΔvirE12,7,Top,18.354421580300787
G10,173958,ΔvirE12,7,Top,17.40837950174147
G11,126728,ΔvirE12,7,Top,16.951375791324498
G12,348628,ΔvirE12,7,Top,18.411328918366628
H1,76659,ΔvirE12,7,Bottom,16.226167558167262
H2,48180,ΔvirE12,7,Bottom,15.556146773125834
H3,95916,ΔvirE12,7,Bottom,16.549483874618396
H4,95099,ΔvirE12,7,Bottom,16.537142550260672
H5,372274,ΔvirE12,8,Top,18.506005334835468
H6,214561,ΔvirE12,8,Top,17.711028340746342
H7,384535,ΔvirE12,8,Top,18.552755391293328
H8,208280,ΔvirE12,8,Top,17.66816478627761
H9,91988,ΔvirE12,8,Bottom,16.489158050831552
H10,193351,ΔvirE12,8,Bottom,17.560862700410727
H11,289420,ΔvirE12,8,Bottom,18.142805095352195
H12,174713,ΔvirE12,8,Bottom,17.41462743436724
A1,223428,ΔvirE3,1,Top,17.76945047014998
A2,373110,ΔvirE3,1,Top,18.50924150185785
A3,313269,ΔvirE3,1,Top,18.257042487174704
A4,318320,ΔvirE3,1,Top,18.2801182785811
A5,206699,ΔvirE3,1,Bottom,17.657171883526583
A6,335201,ΔvirE3,1,Bottom,18.354666927450474
A7,302721,ΔvirE3,1,Bottom,18.207629233992673
A8,415514,ΔvirE3,1,Bottom,18.664537561276727
A9,385066,ΔvirE3,2,Top,18.554746218197856
A10,406132,ΔvirE3,2,Top,18.631589179173794
A11,366265,ΔvirE3,2,Top,18.482528319248086
A12,253192,ΔvirE3,2,Top,17.94987229570124
B1,134824,ΔvirE3,2,Bottom,17.04071780774465
B2,188588,ΔvirE3,2,Bottom,17.52487835357136
B3,358702,ΔvirE3,2,Bottom,18.452426263730125
B4,289209,ΔvirE3,2,Bottom,18.141752923175826
B5,397008,ΔvirE3,3,Top,18.598808553452503
B6,415178,ΔvirE3,3,Top,18.66337047272845
B7,447362,ΔvirE3,3,Top,18.771083190065266
B8,387925,ΔvirE3,3,Top,18.565418228428868
B9,325923,ΔvirE3,3,Bottom,18.314171639385663
B10,163129,ΔvirE3,3,Bottom,17.31565375211573
B11,330663,ΔvirE3,3,Bottom,18.335002096612648
B12,294056,ΔvirE3,3,Bottom,18.165731402385845
C1,400192,ΔvirE3,4,Top,18.610332801911134
C2,528881,ΔvirE3,4,Top,19.012583622063854
C3,436719,ΔvirE3,4,Top,18.736345773151704
C4,331430,ΔvirE3,4,Top,18.338344671119124
C5,177261,ΔvirE3,4,Bottom,17.435515631678985
C6,289544,ΔvirE3,4,Bottom,18.143423075702632
C7,129355,ΔvirE3,4,Bottom,16.980976294487995
C8,112918,ΔvirE3,4,Bottom,16.784915955594986
C9,467973,ΔvirE3,5,Top,18.83606576943826
C10,444140,ΔvirE3,5,Top,18.760654983149912
C11,325600,ΔvirE3,5,Top,18.312741174040973
C12,499131,ΔvirE3,5,Top,18.929058983881095
D1,436554,ΔvirE3,5,Bottom,18.735800594989595
D2,58240,ΔvirE3,5,Bottom,15.829722735086058
D3,374585,ΔvirE3,5,Bottom,18.514933603438763
D4,265789,ΔvirE3,5,Bottom,18.019921872603053
D5,374127,ΔvirE3,6,Top,18.513168560508653
D6,530030,ΔvirE3,6,Top,19.015714493784994
D7,448251,ΔvirE3,6,Top,18.77394727603226
D8,540135,ΔvirE3,6,Top,19.042960510396433
D9,137391,ΔvirE3,6,Bottom,17.067927975822556
D10,117388,ΔvirE3,6,Bottom,16.840925410777977
D11,224056,ΔvirE3,6,Bottom,17.773499835403207
D12,164333,ΔvirE3,6,Bottom,17.326262693956764
E1,549765,ΔvirE3,7,Top,19.068455537101208
E2,401745,ΔvirE3,7,Top,18.61592054309115
E3,269028,ΔvirE3,7,Top,18.037396808404306
E4,391584,ΔvirE3,7,Top,18.57896229251368
E5,232801,ΔvirE3,7,Bottom,17.828737729813344
E6,169735,ΔvirE3,7,Bottom,17.372924559176035
E7,131552,ΔvirE3,7,Bottom,17.005273656563936
E8,91463,ΔvirE3,7,Bottom,16.480900620082267
E9,439066,ΔvirE3,8,Top,18.744078295099058
E10,347551,ΔvirE3,8,Top,18.406865170397865
E11,315286,ΔvirE3,8,Top,18.266301584264603
E12,378900,ΔvirE3,8,Top,18.531457614283433
F1,166140,ΔvirE3,8,Bottom,17.34203993397545
F2,85843,ΔvirE3,8,Bottom,16.389412875139385
F3,238015,ΔvirE3,8,Bottom,17.86069297126287
F4,219748,ΔvirE3,8,Bottom,17.745490509415447
F5,370774,ΔvirF,1,Top,18.500180555007045
F6,921241,ΔvirF,1,Top,19.81321909440431
F7,358469,ΔvirF,1,Top,18.45148883609751
F8,317821,ΔvirF,1,Top,18.277854928245063
F9,315601,ΔvirF,1,Bottom,18.267742251058003
F10,295805,ΔvirF,1,Bottom,18.1742869129936
F11,267738,ΔvirF,1,Bottom,18.030462389362096
F12,216993,ΔvirF,1,Bottom,17.72728897780622
G1,155133,ΔvirF,2,Top,17.24314608455219
G2,90287,ΔvirF,2,Top,16.462230655343163
G3,120065,ΔvirF,2,Top,16.87345612851545
G4,196185,ΔvirF,2,Top,17.58185521399147
G5,67366,ΔvirF,2,Bottom,16.039733018321186
G6,119114,ΔvirF,2,Bottom,16.86198346399116
G7,302026,ΔvirF,2,Bottom,18.2043132241742
G8,410346,ΔvirF,2,Bottom,18.646481364597125
G9,377228,ΔvirF,3,Top,18.525077239426274
G10,545211,ΔvirF,3,Top,19.05645514421999
G11,310418,ΔvirF,3,Top,18.243852690975423
G12,338560,ΔvirF,3,Top,18.36905200700139
H1,224501,ΔvirF,3,Bottom,17.776362345647456
H2,343082,ΔvirF,3,Bottom,18.38819391046951
H3,371599,ΔvirF,3,Bottom,18.503387093765067
H4,517396,ΔvirF,3,Bottom,18.980909374995086
H5,501479,ΔvirF,4,Top,18.935829762053526
H6,359880,ΔvirF,4,Top,18.45715640247726
H7,330196,ΔvirF,4,Top,18.332963117961402
H8,187387,ΔvirF,4,Top,17.51566134373016
H9,96135,ΔvirF,4,Bottom,16.552774150127522
H10,123073,ΔvirF,4,Bottom,16.909154769658375
H11,174541,ΔvirF,4,Bottom,17.41320644238379
H12,459866,ΔvirF,4,Bottom,18.810854011044306
A1,627958,ΔvirF,5,Top,19.260308544353055
A2,741065,ΔvirF,5,Top,19.49924056361428
A3,408670,ΔvirF,5,Top,18.640576815079978
A4,764662,ΔvirF,5,Top,19.544462655339405
A5,304441,ΔvirF,5,Bottom,18.215803138513188
A6,195491,ΔvirF,5,Bottom,17.576742664812162
A7,156426,ΔvirF,5,Bottom,17.255120801363176
A8,351571,ΔvirF,5,Bottom,18.42345654639228
A9,495809,ΔvirF,6,Top,18.919424934117842
A10,519934,ΔvirF,6,Top,18.98796897477538
A11,449402,ΔvirF,6,Top,18.777647019479023
A12,470156,ΔvirF,6,Top,18.842780003746636
B1,273588,ΔvirF,6,Bottom,18.061645427174664
B2,354073,ΔvirF,6,Bottom,18.43368730898392
B3,220672,ΔvirF,6,Bottom,17.7515440590891
B4,364767,ΔvirF,6,Bottom,18.476615691083534
B5,248121,ΔvirF,7,Top,17.92068431895264
B6,456463,ΔvirF,7,Top,18.80013839734098
B7,292687,ΔvirF,7,Top,18.158999142793526
B8,329748,ΔvirF,7,Top,18.33100438365182
B9,88781,ΔvirF,7,Bottom,16.437963338346673
B10,228773,ΔvirF,7,Bottom,17.803557268403488
B11,135890,ΔvirF,7,Bottom,17.052079768060675
B12,145023,ΔvirF,7,Bottom,17.145922197811807
C1,315277,ΔvirF,8,Top,18.266260401209557
C2,335971,ΔvirF,8,Top,18.357977183745
C3,332388,ΔvirF,8,Top,18.34250877275146
C4,357028,ΔvirF,8,Top,18.44567769680629
C5,262626,ΔvirF,8,Bottom,18.002650224689894
C6,120101,ΔvirF,8,Bottom,16.87388863787865
C7,94042,ΔvirF,8,Bottom,16.521017600796867
C8,127290,ΔvirF,8,Bottom,16.957759558899255
C9,424238,ΔvirH1,1,Top,18.69451432669659
C10,454171,ΔvirH1,1,Top,18.792876063590608
C11,334705,ΔvirH1,1,Top,18.352530577362433
C12,444851,ΔvirH1,1,Top,18.76296266993815
D1,205540,ΔvirH1,1,Bottom,17.64905965757021
D2,199815,ΔvirH1,1,Bottom,17.608305363940143
D3,130441,ΔvirH1,1,Bottom,16.993037880813002
D4,210021,ΔvirH1,1,Bottom,17.680174064619305
D5,316411,ΔvirH1,2,Top,18.27144023028289
D6,480896,ΔvirH1,2,Top,18.875365400641773
D7,237869,ΔvirH1,2,Top,17.85980774090178
D8,314538,ΔvirH1,2,Top,18.262874797105177
D9,506026,ΔvirH1,2,Bottom,18.948851988027144
D10,313528,ΔvirH1,2,Bottom,18.25823476485586
D11,247255,ΔvirH1,2,Bottom,17.915640169950088
D12,362737,ΔvirH1,2,Bottom,18.468564385430128
E1,294261,ΔvirH1,3,Top,18.166736821217366
E2,240634,ΔvirH1,3,Top,17.876480974664396
E3,306313,ΔvirH1,3,Top,18.224647071009798
E4,264700,ΔvirH1,3,Top,18.013998669270123
E5,162864,ΔvirH1,3,Bottom,17.313308215432134
E6,207478,ΔvirH1,3,Bottom,17.662598842348984
E7,176017,ΔvirH1,3,Bottom,17.425355247795327
E8,130210,ΔvirH1,3,Bottom,16.990480724756083
E9,471222,ΔvirH1,4,Top,18.84604737045998
E10,486693,ΔvirH1,4,Top,18.892652499232167
E11,454752,ΔvirH1,4,Top,18.79472045730255
E12,444121,ΔvirH1,4,Top,18.760593264340283
F1,168469,ΔvirH1,4,Bottom,17.36212361978574
F2,238277,ΔvirH1,4,Bottom,17.862280174654227
F3,201855,ΔvirH1,4,Bottom,17.62295979762315
F4,276515,ΔvirH1,4,Bottom,18.07699821832769
F5,515145,ΔvirH1,5,Top,18.974619045251636
F6,388578,ΔvirH1,5,Top,18.56784469705495
F7,466749,ΔvirH1,5,Top,18.832287405947557
F8,428723,ΔvirH1,5,Top,18.709686290928893
F9,212562,ΔvirH1,5,Bottom,17.697524181787482
F10,252282,ΔvirH1,5,Bottom,17.944677749965752
F11,255890,ΔvirH1,5,Bottom,17.965164243415177
F12,109165,ΔvirH1,5,Bottom,16.736150854319117
G1,436812,ΔvirH1,6,Top,18.736652964629304
G2,503875,ΔvirH1,6,Top,18.942706352513166
G3,301933,ΔvirH1,6,Top,18.20386892037257
G4,412157,ΔvirH1,6,Top,18.652834471980835
G5,231949,ΔvirH1,6,Bottom,17.82344810075756
G6,102083,ΔvirH1,6,Bottom,16.639383106982223
G7,170046,ΔvirH1,6,Bottom,17.37556554429888
G8,249100,ΔvirH1,6,Bottom,17.92636549601556
G9,472892,ΔvirH1,7,Top,18.851151210104486
G10,488105,ΔvirH1,7,Top,18.89683200477578
G11,481412,ΔvirH1,7,Top,18.876912578286444
G12,371842,ΔvirH1,7,Top,18.504330208033505
H1,247273,ΔvirH1,7,Bottom,17.91574519336938
H2,204376,ΔvirH1,7,Bottom,17.640866264088565
H3,202067,ΔvirH1,7,Bottom,17.624474205735375
H4,186478,ΔvirH1,7,Bottom,17.508645911013467
H5,345177,ΔvirH1,8,Top,18.396976811805896
H6,495344,ΔvirH1,8,Top,18.918071251602164
H7,570282,ΔvirH1,8,Top,19.121315971600758
H8,727870,ΔvirH1,8,Top,19.473321277741448
H9,304285,ΔvirH1,8,Bottom,18.21506369110563
H10,290537,ΔvirH1,8,Bottom,18.148362377541332
H11,330135,ΔvirH1,8,Bottom,18.332696571645254
H12,273722,ΔvirH1,8,Bottom,18.06235186827511
A1,334289,ΔvirH2,1,Top,18.350736357341432
A2,495359,ΔvirH2,1,Top,18.91811493861152
A3,518825,ΔvirH2,1,Top,18.984888473122492
A4,506411,ΔvirH2,1,Top,18.94994921702513
A5,229370,ΔvirH2,1,Bottom,17.807317183656632
A6,284389,ΔvirH2,1,Bottom,18.117506137873885
A7,174354,ΔvirH2,1,Bottom,17.411659936996895
A8,326155,ΔvirH2,1,Bottom,18.315198219836493
A9,560825,ΔvirH2,2,Top,19.097191136503106
A10,448076,ΔvirH2,2,Top,18.77338392887132
A11,449292,ΔvirH2,2,Top,18.77729384819872
A12,526051,ΔvirH2,2,Top,19.00484314825163
B1,89106,ΔvirH2,2,Bottom,16.443234959206915
B2,181891,ΔvirH2,2,Bottom,17.472714634377315
B3,270604,ΔvirH2,2,Bottom,18.04582363946269
B4,189215,ΔvirH2,2,Bottom,17.52966693715122
B5,348832,ΔvirH2,3,Top,18.412172865823784
B6,306777,ΔvirH2,3,Top,18.226830798119295
B7,402313,ΔvirH2,3,Top,18.617958831173684
B8,424723,ΔvirH2,3,Top,18.69616271141851
B9,222787,ΔvirH2,3,Bottom,17.76530552586379
B10,374849,ΔvirH2,3,Bottom,18.515950027851186
B11,199828,ΔvirH2,3,Bottom,17.608399222886945
B12,118540,ΔvirH2,3,Bottom,16.855014437054976
C1,451818,ΔvirH2,4,Top,18.785382221912936
C2,450442,ΔvirH2,4,Top,18.780981827535953
C3,300928,ΔvirH2,4,Top,18.199058823653022
C4,406985,ΔvirH2,4,Top,18.634616097369605
C5,272859,ΔvirH2,4,Bottom,18.05779610488451
C6,53248,ΔvirH2,4,Bottom,15.700439718141093
C7,226170,ΔvirH2,4,Bottom,17.78704805221033
C8,223860,ΔvirH2,4,Bottom,17.772237240425298
C9,527441,ΔvirH2,5,Top,19.00865019618464
C10,373342,ΔvirH2,5,Top,18.510138291632046
C11,485192,ΔvirH2,5,Top,18.88819623747669
C12,423260,ΔvirH2,5,Top,18.691184628275344
D1,16941,ΔvirH2,5,Bottom,14.048231416702446
D2,99330,ΔvirH2,5,Bottom,16.599941891005518
D3,206252,ΔvirH2,5,Bottom,17.65404858349753
D4,86695,ΔvirH2,5,Bottom,16.40366117019133
D5,58291,ΔvirH2,6,Top,15.830985531282487
D6,334001,ΔvirH2,6,Top,18.349492896575903
D7,387895,ΔvirH2,6,Top,18.5653066539625
D8,570286,ΔvirH2,6,Top,19.12132609073467
D9,188480,ΔvirH2,6,Bottom,17.524051918717824
D10,148921,ΔvirH2,6,Bottom,17.184187683424863
D11,229414,ΔvirH2,6,Bottom,17.80759390900884
D12,339036,ΔvirH2,6,Bottom,18.37107894621716
E1,459887,ΔvirH2,7,Top,18.810919890896535
E2,685378,ΔvirH2,7,Top,19.386540357860437
E3,450700,ΔvirH2,7,Top,18.781807924490085
E4,616676,ΔvirH2,7,Top,19.23415317456377
E5,390579,ΔvirH2,7,Bottom,18.575254857326872
E6,288847,ΔvirH2,7,Bottom,18.139945985186866
E7,163602,ΔvirH2,7,Bottom,17.31983085946736
E8,249556,ΔvirH2,7,Bottom,17.929004064977022
E9,407206,ΔvirH2,8,Top,18.63539929347928
E10,486911,ΔvirH2,8,Top,18.893298567909305
E11,617642,ΔvirH2,8,Top,19.23641133444482
E12,546761,ΔvirH2,8,Top,19.060550814832837
F1,121780,ΔvirH2,8,Bottom,16.89391769249194
F2,223847,ΔvirH2,8,Bottom,17.772153457792744
F3,144244,ΔvirH2,8,Bottom,17.138151783946913
F4,261087,ΔvirH2,8,Bottom,17.994171099447016
F5,136157,ΔvirK,1,Top,17.054911629464016
F6,59166,ΔvirK,1,Top,15.852480742522623
F7,55607,ΔvirK,1,Top,15.762978885333117
F8,157932,ΔvirK,1,Top,17.268943992461544
F9,98801,ΔvirK,1,Bottom,16.592238023462034
F10,134024,ΔvirK,1,Bottom,17.03213184512459
F11,127487,ΔvirK,1,Bottom,16.95999061570341
F12,89351,ΔvirK,1,Bottom,16.447196255284794
G1,121158,ΔvirK,2,Top,16.886530142777676
G2,117365,ΔvirK,2,Top,16.840642713764122
G3,89304,ΔvirK,2,Top,16.446437175846928
G4,82883,ΔvirK,2,Top,16.338788602733096
G5,195310,ΔvirK,2,Bottom,17.57540629248419
G6,129775,ΔvirK,2,Bottom,16.985652962166554
G7,122858,ΔvirK,2,Bottom,16.906632277473072
G8,93012,ΔvirK,2,Bottom,16.505129237960027
G9,149073,ΔvirK,3,Top,17.185659455777547
G10,104564,ΔvirK,3,Top,16.67402671071516
G11,178852,ΔvirK,3,Top,17.4484067256967
G12,102198,ΔvirK,3,Top,16.641007437656427
H1,169260,ΔvirK,3,Bottom,17.36888154619409
H2,226315,ΔvirK,3,Bottom,17.787972683029427
H3,128721,ΔvirK,3,Bottom,16.973887913577222
H4,127565,ΔvirK,3,Bottom,16.960873025695864
H5,47958,ΔvirK,4,Top,15.549483874618394
H6,90752,ΔvirK,4,Top,16.469641817239516
H7,75832,ΔvirK,4,Top,16.210519152737337
H8,62137,ΔvirK,4,Top,15.923164968778726
H9,106220,ΔvirK,4,Bottom,16.69669590898019
H10,85144,ΔvirK,4,Bottom,16.377617247970786
H11,141647,ΔvirK,4,Bottom,17.11194052104548
H12,89498,ΔvirK,4,Bottom,16.4495678225708
A1,192923,ΔvirK,5,Top,17.55766562408566
A2,101569,ΔvirK,5,Top,16.63210061699337
A3,189589,ΔvirK,5,Top,17.53251573558321
A4,163324,ΔvirK,5,Top,17.31737728087137
A5,151974,ΔvirK,5,Bottom,17.213465000214047
A6,127655,ΔvirK,5,Bottom,16.961890520869144
A7,117324,ΔvirK,5,Bottom,16.840138638180875
A8,150460,ΔvirK,5,Bottom,17.199020469914775
A9,237890,ΔvirK,6,Top,17.859935102006368
A10,201592,ΔvirK,6,Top,17.62107886233549
A11,166213,ΔvirK,6,Top,17.342673698314442
A12,210808,ΔvirK,6,Top,17.685570091607993
B1,139454,ΔvirK,6,Bottom,17.08942979064169
B2,26266,ΔvirK,6,Bottom,14.680908891419856
B3,94073,ΔvirK,6,Bottom,16.52149309234908
B4,216364,ΔvirK,6,Bottom,17.723100948915604
B5,184496,ΔvirK,7,Top,17.493230012442154
B6,170437,ΔvirK,7,Top,17.378879037242456
B7,98163,ΔvirK,7,Top,16.582891720023227
B8,171937,ΔvirK,7,Top,17.39152051356677
B9,33908,ΔvirK,7,Bottom,15.049338071751933
B10,24560,ΔvirK,7,Bottom,14.584022940257542
B11,107695,ΔvirK,7,Bottom,16.71659174527851
B12,188330,ΔvirK,7,Bottom,17.522903306592006
C1,223633,ΔvirK,8,Top,17.77077356701645
C2,150310,ΔvirK,8,Top,17.19758146819203
C3,145833,ΔvirK,8,Top,17.15395769306819
C4,104334,ΔvirK,8,Top,16.670849849342762
C5,171449,ΔvirK,8,Bottom,17.38741996401658
C6,141934,ΔvirK,8,Bottom,17.114860699887508
C7,225255,ΔvirK,8,Bottom,17.781199604427435
C8,177746,ΔvirK,8,Bottom,17.439457568205015
